# START_DATE format is %Y-%m-%d
# END_DATE format is %Y-%m-%d
# DAYS is the amount of days between START_DATE and END_DATE (days)
# SITE is the evapotranspiration measurement site
# ET is the evapotranspiration amount between START_DATE and END_DATE (mm)
START_DATE,END_DATE,DAYS,SITE,ET
1972-08-21,1972-08-31,11,ET2,18
1972-08-01,1972-08-10,10,ET3,23
1972-08-11,1972-08-20,10,ET3,19
1972-08-21,1972-08-31,11,ET3,17
1972-09-01,1972-09-10,10,ET1,14
1972-09-11,1972-09-20,10,ET1,12
1972-09-21,1972-09-30,10,ET1,8
1972-09-01,1972-09-10,10,ET2,13
1972-09-11,1972-09-20,10,ET2,11
1972-09-21,1972-09-30,10,ET2,8
1972-09-01,1972-09-10,10,ET3,14
1972-09-11,1972-09-20,10,ET3,9
1972-09-21,1972-09-26,6,ET3,5
1972-10-01,1972-10-10,10,ET1,6
1972-10-11,1972-10-20,10,ET1,4
1972-10-01,1972-10-10,10,ET2,6
1972-10-11,1972-10-20,10,ET2,4
1973-04-12,1973-04-20,9,ET1,12
1973-04-21,1973-04-30,10,ET1,19
1973-04-12,1973-04-20,9,ET2,14
1973-04-21,1973-04-30,10,ET2,22
1973-04-18,1973-04-20,3,ET3,4
1973-04-21,1973-04-30,10,ET3,22
1973-05-14,1973-04-20,7,ET4,9
1973-04-21,1973-04-30,10,ET4,19
1973-05-01,1973-05-10,10,ET1,19
1973-05-11,1973-05-20,10,ET1,23
1973-05-21,1973-05-31,11,ET1,31
1973-05-01,1973-05-10,10,ET2,26
1973-05-11,1973-05-20,10,ET2,26
1973-05-21,1973-05-31,11,ET2,40
1973-05-01,1973-05-10,10,ET3,22
1973-05-11,1973-05-20,10,ET3,26
1973-05-21,1973-05-31,11,ET3,32
1973-05-01,1973-05-10,10,ET4,20
1973-05-11,1973-05-20,10,ET4,23
1973-05-21,1973-05-31,11,ET4,21
1973-06-01,1973-06-10,10,ET1,31
1973-06-11,1973-06-20,10,ET1,25
1973-06-21,1973-06-30,10,ET1,33
1973-06-01,1973-06-10,10,ET2,37
1973-06-11,1973-06-20,10,ET2,28
1973-06-21,1973-06-30,10,ET2,37
1973-06-01,1973-06-10,10,ET3,30
1973-06-11,1973-06-20,10,ET3,25
1973-06-21,1973-06-30,10,ET3,29
1973-06-01,1973-06-10,10,ET4,35
1973-06-11,1973-06-20,10,ET4,27
1973-06-21,1973-06-30,10,ET4,38
1973-07-01,1973-07-10,10,ET1,38
1973-07-11,1973-07-20,10,ET1,33
1973-07-21,1973-07-31,11,ET1,25
1973-07-01,1973-07-10,10,ET2,39
1973-07-11,1973-07-20,10,ET2,31
1973-07-21,1973-07-31,11,ET2,24
1973-07-01,1973-07-10,10,ET3,34
1973-07-11,1973-07-20,10,ET3,28
1973-07-21,1973-07-31,11,ET3,25
1973-07-01,1973-07-10,10,ET4,46
1973-07-11,1973-07-20,10,ET4,44
1973-07-21,1973-07-31,11,ET4,34
1973-08-01,1973-08-10,10,ET1,20
1973-08-11,1973-08-20,10,ET1,23
1973-08-21,1973-08-31,11,ET1,31
1973-08-01,1973-08-10,10,ET2,17
1973-08-11,1973-08-20,10,ET2,19
1973-08-21,1973-08-31,11,ET2,16
1973-08-01,1973-08-10,10,ET3,22
1973-08-11,1973-08-20,10,ET3,25
1973-08-21,1973-08-31,11,ET3,21
1973-08-01,1973-08-10,10,ET4,24
1973-08-11,1973-08-20,10,ET4,31
1973-08-21,1973-08-31,11,ET4,20
1973-09-01,1973-09-10,10,ET1,9
1973-09-11,1973-09-20,10,ET1,10
1973-09-21,1973-09-30,10,ET1,5
1973-09-01,1973-09-10,10,ET2,11
1973-09-11,1973-09-20,10,ET2,11
1973-09-21,1973-09-30,10,ET2,9
1973-09-01,1973-09-10,10,ET3,12
1973-09-11,1973-09-20,10,ET3,12
1973-09-21,1973-09-30,10,ET3,7
1973-09-01,1973-09-10,10,ET4,10
1973-09-11,1973-09-20,10,ET4,13
1973-09-21,1973-09-30,10,ET4,6
1973-10-01,1973-10-07,7,ET1,4
1973-10-01,1973-10-07,7,ET2,5
1973-10-01,1973-10-07,7,ET3,7
1973-10-01,1973-10-07,7,ET4,5
1974-05-11,1974-05-20,10,ET1,23
1974-05-21,1974-05-31,11,ET1,25
1974-05-16,1974-05-20,5,ET2,16
1974-05-21,1974-05-31,11,ET2,32
1974-05-11,1974-05-20,10,ET3,33
1974-05-21,1974-05-31,11,ET3,35
1974-05-12,1974-05-20,9,ET4,26
1974-05-21,1974-05-31,11,ET4,26
1974-06-01,1974-06-10,10,ET1,18
1974-06-11,1974-06-20,10,ET1,35
1974-06-21,1974-06-30,10,ET1,30
1974-06-01,1974-06-10,10,ET2,22
1974-06-11,1974-06-20,10,ET2,45
1974-06-21,1974-06-30,10,ET2,33
1974-06-01,1974-06-10,10,ET3,25
1974-06-11,1974-06-20,10,ET3,46
1974-06-21,1974-06-30,10,ET3,35
1974-06-01,1974-06-10,10,ET4,23
1974-06-11,1974-06-20,10,ET4,39
1974-06-21,1974-06-30,10,ET4,29
1974-07-01,1974-07-10,10,ET1,23
1974-07-11,1974-07-20,10,ET1,29
1974-07-21,1974-07-31,11,ET1,19
1974-07-01,1974-07-10,10,ET2,27
1974-07-11,1974-07-20,10,ET2,34
1974-07-21,1974-07-31,11,ET2,18
1974-07-01,1974-07-10,10,ET3,28
1974-07-11,1974-07-20,10,ET3,34
1974-07-21,1974-07-31,11,ET3,15
1974-07-01,1974-07-10,10,ET4,27
1974-07-11,1974-07-20,10,ET4,31
1974-07-21,1974-07-31,11,ET4,15
1974-08-01,1974-08-10,10,ET1,11
1974-08-11,1974-08-20,10,ET1,19
1974-08-21,1974-08-31,11,ET1,17
1974-08-01,1974-08-10,10,ET2,15
1974-08-11,1974-08-20,10,ET2,23
1974-08-21,1974-08-31,11,ET2,20
1974-08-01,1974-08-10,10,ET3,15
1974-08-11,1974-08-20,10,ET3,20
1974-08-21,1974-08-31,11,ET3,20
1974-08-01,1974-08-10,10,ET4,11
1974-08-11,1974-08-20,10,ET4,18
1974-08-21,1974-08-31,11,ET4,18
1974-09-01,1974-09-10,10,ET1,14
1974-09-11,1974-09-20,10,ET1,11
1974-09-21,1974-09-30,10,ET1,9
1974-09-01,1974-09-10,10,ET2,16
1974-09-11,1974-09-20,10,ET2,11
1974-09-21,1974-09-30,10,ET2,11
1974-09-01,1974-09-10,10,ET3,18
1974-09-11,1974-09-20,10,ET3,13
1974-09-21,1974-09-30,10,ET3,12
1974-09-01,1974-09-10,10,ET4,15
1974-09-11,1974-09-20,10,ET4,11
1974-09-21,1974-09-30,10,ET4,8
1974-10-01,1974-10-10,10,ET1,5
1974-10-11,1974-10-20,10,ET1,3
1974-10-01,1974-10-10,10,ET2,7
1974-10-01,1974-10-10,10,ET3,6
1974-10-01,1974-10-01,1,ET4,1
1975-05-01,1975-05-10,10,ET1,30
1975-05-11,1975-05-20,10,ET1,32
1975-05-21,1975-05-31,11,ET1,22
1975-05-06,1975-05-10,5,ET2,15
1975-05-11,1975-05-20,10,ET2,34
1975-05-21,1975-05-31,11,ET2,22
1975-05-01,1975-05-10,10,ET3,35
1975-05-11,1975-05-20,10,ET3,35
1975-05-21,1975-05-31,11,ET3,25
1975-06-01,1975-06-10,10,ET1,33
1975-06-11,1975-06-20,10,ET1,34
1975-06-21,1975-06-30,10,ET1,28
1975-06-01,1975-06-10,10,ET2,33
1975-06-11,1975-06-20,10,ET2,35
1975-06-21,1975-06-30,10,ET2,30
1975-06-01,1975-06-10,10,ET3,34
1975-06-11,1975-06-20,10,ET3,35
1975-06-21,1975-06-30,10,ET3,29
1975-07-01,1975-07-10,10,ET1,37
1975-07-11,1975-07-20,10,ET1,29
1975-07-21,1975-07-31,11,ET1,33
1975-07-01,1975-07-10,10,ET2,39
1975-07-11,1975-07-20,10,ET2,29
1975-07-21,1975-07-31,11,ET2,27
1975-07-01,1975-07-10,10,ET3,38
1975-07-11,1975-07-20,10,ET3,29
1975-07-21,1975-07-31,11,ET3,32
1975-08-01,1975-08-10,10,ET1,30
1975-08-11,1975-08-20,10,ET1,19
1975-08-21,1975-08-31,11,ET1,19
1975-08-01,1975-08-10,10,ET2,31
1975-08-11,1975-08-20,10,ET2,20
1975-08-21,1975-08-31,11,ET2,19
1975-08-01,1975-08-10,10,ET3,29
1975-08-11,1975-08-20,10,ET3,19
1975-08-21,1975-08-31,11,ET3,19
1975-09-01,1975-09-10,10,ET1,16
1975-09-11,1975-09-20,10,ET1,10
1975-09-21,1975-09-30,10,ET1,10
1975-09-01,1975-09-10,10,ET2,13
1975-09-11,1975-09-20,10,ET2,10
1975-09-21,1975-09-30,10,ET2,9
1975-09-01,1975-09-10,10,ET3,17
1975-09-11,1975-09-20,10,ET3,10
1975-09-21,1975-09-30,10,ET3,10
1975-10-01,1975-10-10,10,ET1,6
1975-10-11,1975-10-20,10,ET1,4
1975-10-21,1975-10-26,6,ET1,1
1975-10-01,1975-10-10,10,ET2,5
1975-10-01,1975-10-10,10,ET3,6
1975-10-11,1975-10-20,10,ET3,5
1975-10-21,1975-10-26,6,ET3,2
1976-05-06,1976-05-10,5,ET1,8
1976-05-11,1976-05-20,10,ET1,28
1976-05-21,1976-05-31,11,ET1,30
1976-05-11,1976-05-20,10,ET2,34
1976-05-21,1976-05-31,11,ET2,31
1976-05-06,1976-05-10,5,ET3,9
1976-05-11,1976-05-20,10,ET3,33
1976-05-21,1976-05-31,11,ET3,30
1976-06-01,1976-06-10,10,ET1,20
1976-06-11,1976-06-20,10,ET1,16
1976-06-21,1976-06-30,10,ET1,24
1976-06-01,1976-06-10,10,ET2,22
1976-06-11,1976-06-20,10,ET2,18
1976-06-21,1976-06-30,10,ET2,25
1976-06-01,1976-06-10,10,ET3,23
1976-06-11,1976-06-20,10,ET3,20
1976-06-21,1976-06-30,10,ET3,24
1976-07-01,1976-07-10,10,ET1,17
1976-07-11,1976-07-20,10,ET1,28
1976-07-21,1976-07-31,11,ET1,30
1976-07-01,1976-07-10,10,ET2,18
1976-07-11,1976-07-18,8,ET2,20
1976-07-01,1976-07-10,10,ET3,19
1976-07-11,1976-07-20,10,ET3,27
1976-07-21,1976-07-31,11,ET3,28
1976-08-01,1976-08-10,10,ET1,19
1976-08-11,1976-08-20,10,ET1,20
1976-08-21,1976-08-31,11,ET1,18
1976-08-01,1976-08-10,10,ET3,21
1976-08-11,1976-08-20,10,ET3,22
1976-08-21,1976-08-31,11,ET3,19
1976-09-01,1976-09-10,10,ET1,8
1976-09-11,1976-09-20,10,ET1,8
1976-09-21,1976-09-30,10,ET1,8
1976-09-01,1976-09-10,10,ET3,11
1976-09-11,1976-09-20,10,ET3,11
1976-09-21,1976-09-30,10,ET3,7
1977-05-03,1977-05-10,8,ET1,15
1977-05-11,1977-05-20,10,ET1,20
1977-05-21,1977-05-31,11,ET1,26
1977-06-01,1977-06-10,10,ET1,26
1977-06-11,1977-06-20,10,ET1,37
1977-06-21,1977-06-30,10,ET1,21
1977-07-01,1977-07-10,10,ET1,29
1977-07-11,1977-07-20,10,ET1,21
1977-07-21,1977-07-31,11,ET1,22
1977-08-01,1977-08-10,10,ET1,23
1977-08-11,1977-08-20,10,ET1,18
1977-08-21,1977-08-31,11,ET1,15
1977-09-01,1977-09-10,10,ET1,13
1977-09-11,1977-09-20,10,ET1,7
1977-09-21,1977-09-30,10,ET1,8
1978-06-13,1978-06-20,8,ET1,17
1978-06-21,1978-06-30,10,ET1,27
1978-07-01,1978-07-10,10,ET1,19
1978-07-11,1978-07-20,10,ET1,19
1978-07-21,1978-07-31,11,ET1,20
1978-08-01,1978-08-10,10,ET1,17
1978-08-11,1978-08-20,10,ET1,13
1978-08-21,1978-08-31,11,ET1,15
1978-09-01,1978-09-10,10,ET1,13
1978-09-11,1978-09-20,10,ET1,4
1978-09-21,1978-09-30,10,ET1,7
1979-05-15,1979-05-20,6,ET1,15
1979-05-21,1979-05-31,11,ET1,46
1979-06-01,1979-06-10,10,ET1,27
1979-06-11,1979-06-20,10,ET1,26
1979-06-21,1979-06-30,10,ET1,28
1979-07-01,1979-07-10,10,ET1,22
1979-07-11,1979-07-20,10,ET1,22
1979-07-21,1979-07-31,11,ET1,21
1979-08-01,1979-08-10,10,ET1,20
1979-08-11,1979-08-20,10,ET1,20
1979-08-21,1979-08-31,11,ET1,16
1979-09-01,1979-09-10,10,ET1,13
1979-09-11,1979-09-20,10,ET1,8
1979-09-21,1979-09-30,10,ET1,9
1980-05-15,1980-05-20,6,ET1,11
1980-05-21,1980-05-31,11,ET1,21
1980-06-01,1980-06-10,10,ET1,40
1980-06-11,1980-06-20,10,ET1,34
1980-06-21,1980-06-30,10,ET1,26
1980-07-01,1980-07-10,10,ET1,22
1980-07-11,1980-07-20,10,ET1,21
1980-07-21,1980-07-31,11,ET1,32
1980-08-01,1980-08-10,10,ET1,19
1980-08-11,1980-08-20,10,ET1,18
1980-08-21,1980-08-31,11,ET1,13
1980-09-01,1980-09-10,10,ET1,9
1980-09-11,1980-09-20,10,ET1,8
1980-09-21,1980-09-30,10,ET1,7
1981-05-13,1981-05-20,8,ET1,25
1981-05-21,1981-05-31,11,ET1,27
1981-06-01,1981-06-10,10,ET1,26
1981-06-11,1981-06-20,10,ET1,23
1981-06-21,1981-06-30,10,ET1,27
1981-07-01,1981-07-10,10,ET1,30
1981-07-11,1981-07-20,10,ET1,27
1981-07-21,1981-07-31,11,ET1,22
1981-08-01,1981-08-10,10,ET1,25
1981-08-11,1981-08-20,10,ET1,13
1981-08-21,1981-08-31,11,ET1,8
1981-09-01,1981-09-10,10,ET1,11
1981-09-11,1981-09-20,10,ET1,7
1981-09-21,1981-09-30,10,ET1,6
1982-05-11,1982-05-20,10,ET1,17
1982-05-21,1982-05-31,11,ET1,34
1982-06-01,1982-06-10,10,ET1,26
1982-06-11,1982-06-20,10,ET1,21
1982-06-21,1982-06-30,10,ET1,25
1982-07-01,1982-07-10,10,ET1,26
1982-07-11,1982-07-20,10,ET1,38
1982-07-21,1982-07-31,11,ET1,27
1982-08-01,1982-08-10,10,ET1,23
1982-08-11,1982-08-20,10,ET1,22
1982-08-21,1982-08-31,11,ET1,20
1982-09-01,1982-09-10,10,ET1,13
1982-09-11,1982-09-20,10,ET1,12
1982-09-21,1982-09-30,10,ET1,6
1983-04-18,1983-04-20,3,ET1,5
1983-04-21,1983-04-30,10,ET1,16
1983-05-01,1983-05-10,10,ET1,17
1983-05-11,1983-05-20,10,ET1,22
1983-05-21,1983-05-31,11,ET1,31
1983-06-01,1983-06-10,10,ET1,23
1983-06-11,1983-06-20,10,ET1,27
1983-06-21,1983-06-30,10,ET1,21
1983-07-01,1983-07-10,10,ET1,34
1983-07-11,1983-07-20,10,ET1,30
1983-07-21,1983-07-31,11,ET1,27
1983-08-01,1983-08-10,10,ET1,28
1983-08-11,1983-08-20,10,ET1,16
1983-08-21,1983-08-31,11,ET1,19
1983-09-01,1983-09-10,10,ET1,11
1983-09-11,1983-09-20,10,ET1,9
1983-09-21,1983-09-30,10,ET1,6
1984-04-21,1984-04-30,10,ET1,18
1984-05-01,1984-05-10,10,ET1,18
1984-05-11,1984-05-20,10,ET1,27
1984-05-21,1984-05-31,11,ET1,37
1984-06-01,1984-06-10,10,ET1,38
1984-06-11,1984-06-20,10,ET1,29
1984-06-21,1984-06-30,10,ET1,19
1984-07-01,1984-07-10,10,ET1,28
1984-07-11,1984-07-20,10,ET1,20
1984-07-21,1984-07-31,11,ET1,28
1984-08-01,1984-08-10,10,ET1,29
1984-08-11,1984-08-20,10,ET1,18
1984-08-21,1984-08-31,11,ET1,16
1984-09-01,1984-09-10,10,ET1,10
1984-09-11,1984-09-20,10,ET1,4
1984-09-21,1984-09-30,10,ET1,2
1984-10-01,1984-10-10,10,ET1,2
1984-10-11,1984-10-20,10,ET1,2
1984-10-21,1984-10-31,11,ET1,1
1984-11-01,1984-11-10,10,ET1,2
1985-05-16,1985-05-20,5,ET1,12
1985-05-21,1985-05-31,11,ET1,27
1985-06-01,1985-06-10,10,ET1,20
1985-06-11,1985-06-20,10,ET1,23
1985-06-21,1985-06-30,10,ET1,22
1985-07-01,1985-07-10,10,ET1,19
1985-07-11,1985-07-20,10,ET1,22
1985-07-21,1985-07-31,11,ET1,23
1985-08-01,1985-08-10,10,ET1,19
1985-08-11,1985-08-20,10,ET1,23
1985-08-21,1985-08-31,11,ET1,16
1985-09-01,1985-09-10,10,ET1,11
1985-09-11,1985-09-20,10,ET1,10
1985-09-21,1985-09-30,10,ET1,7
1986-05-11,1986-05-20,10,ET1,16
1986-05-21,1986-05-31,11,ET1,29
1986-06-01,1986-06-10,10,ET1,27
1986-06-11,1986-06-20,10,ET1,37
1986-06-21,1986-06-30,10,ET1,34
1986-07-01,1986-07-10,10,ET1,21
1986-07-11,1986-07-20,10,ET1,20
1986-07-21,1986-07-31,11,ET1,35
1986-08-01,1986-08-10,10,ET1,27
1986-08-11,1986-08-20,10,ET1,15
1986-08-21,1986-08-31,11,ET1,11
1986-09-01,1986-09-10,10,ET1,8
1986-09-11,1986-09-20,10,ET1,10
1986-09-21,1986-09-30,10,ET1,8
1987-05-08,1987-05-10,3,ET1,8
1987-05-11,1987-05-20,10,ET1,25
1987-05-21,1987-05-31,11,ET1,23
1987-06-01,1987-06-10,10,ET1,19
1987-06-11,1987-06-20,10,ET1,24
1987-06-21,1987-06-30,10,ET1,19
1987-07-01,1987-07-10,10,ET1,26
1987-07-11,1987-07-20,10,ET1,21
1987-07-21,1987-07-31,11,ET1,21
1987-08-01,1987-08-10,10,ET1,7
1987-08-11,1987-08-20,10,ET1,15
1987-08-21,1987-08-31,11,ET1,14
1987-09-01,1987-09-10,10,ET1,9
1987-09-11,1987-09-20,10,ET1,8
1987-09-21,1987-09-30,10,ET1,12
1988-05-05,1988-05-10,6,ET1,19
1988-05-11,1988-05-20,10,ET1,28
1988-05-21,1988-05-31,11,ET1,32
1988-06-01,1988-06-10,10,ET1,30
1988-06-11,1988-06-20,10,ET1,20
1988-06-21,1988-06-30,10,ET1,26
1988-07-01,1988-07-10,10,ET1,19
1988-07-11,1988-07-20,10,ET1,21
1988-07-21,1988-07-31,11,ET1,23
1988-08-01,1988-08-10,10,ET1,12
1988-08-11,1988-08-20,10,ET1,13
1988-08-21,1988-08-31,11,ET1,13
1988-09-01,1988-09-10,10,ET1,12
1988-09-11,1988-09-20,10,ET1,8
1988-09-21,1988-09-30,10,ET1,6
1989-04-27,1989-04-30,4,ET1,7
1989-05-01,1989-05-10,10,ET1,18
1989-05-11,1989-05-20,10,ET1,23
1989-05-21,1989-05-31,11,ET1,26
1989-06-01,1989-06-10,10,ET1,23
1989-06-11,1989-06-20,10,ET1,20
1989-06-21,1989-06-30,10,ET1,21
1989-07-01,1989-07-10,10,ET1,22
1989-07-11,1989-07-20,10,ET1,23
1989-07-21,1989-07-31,11,ET1,26
1989-08-01,1989-08-10,10,ET1,18
1989-08-11,1989-08-20,10,ET1,19
1989-08-21,1989-08-31,11,ET1,14
1989-09-01,1989-09-10,10,ET1,10
1989-09-11,1989-09-20,10,ET1,7
1989-09-21,1989-09-30,10,ET1,7
1990-04-23,1990-04-30,8,ET1,9
1990-05-05,1990-05-10,10,ET1,19
1990-05-11,1990-05-20,10,ET1,13
1990-05-21,1990-05-31,11,ET1,21
1990-06-01,1990-06-10,10,ET1,23
1990-06-11,1990-06-20,10,ET1,13
1990-06-21,1990-06-30,10,ET1,27
1990-07-01,1990-07-10,10,ET1,22
1990-07-11,1990-07-20,10,ET1,19
1990-07-21,1990-07-31,11,ET1,22
1990-08-01,1990-08-10,10,ET1,24
1990-08-11,1990-08-20,10,ET1,18
1990-08-21,1990-08-31,11,ET1,17
1990-09-01,1990-09-10,10,ET1,9
1990-09-11,1990-09-20,10,ET1,8
1990-09-21,1990-09-30,10,ET1,6
1991-05-01,1991-05-10,10,ET1,21
1991-05-11,1991-05-20,10,ET1,18
1991-05-21,1991-05-31,11,ET1,20
1991-06-01,1991-06-10,10,ET1,20
1991-06-11,1991-06-20,10,ET1,20
1991-06-21,1991-06-30,10,ET1,23
1991-07-01,1991-07-10,10,ET1,36
1991-07-11,1991-07-20,10,ET1,17
1991-07-21,1991-07-31,11,ET1,22
1991-08-01,1991-08-10,10,ET1,22
1991-08-11,1991-08-20,10,ET1,11
1991-08-21,1991-08-31,11,ET1,17
1991-09-01,1991-09-10,10,ET1,9
1991-09-11,1991-09-20,10,ET1,5
1991-09-21,1991-09-30,10,ET1,15
1992-05-11,1992-05-20,10,ET1,27
1992-05-21,1992-05-31,11,ET1,39
1992-06-01,1992-06-10,10,ET1,32
1992-06-11,1992-06-20,10,ET1,33
1992-06-21,1992-06-30,10,ET1,28
1992-07-01,1992-07-10,10,ET1,20
1992-07-11,1992-07-20,10,ET1,37
1992-07-21,1992-07-31,11,ET1,27
1992-08-01,1992-08-10,10,ET1,20
1992-08-11,1992-08-20,10,ET1,15
1992-08-21,1992-08-31,11,ET1,10
1992-09-01,1992-09-10,10,ET1,1
1992-09-11,1992-09-20,10,ET1,7
1992-09-21,1992-09-30,10,ET1,4
1992-10-01,1992-10-10,10,ET1,3
1993-05-01,1993-05-10,10,ET1,29
1993-05-11,1993-05-20,10,ET1,31
1993-05-21,1993-05-31,11,ET1,23
1993-06-01,1993-06-10,10,ET1,17
1993-06-11,1993-06-20,10,ET1,16
1993-06-21,1993-06-30,10,ET1,24
1993-07-01,1993-07-10,10,ET1,21
1993-07-11,1993-07-20,10,ET1,21
1993-07-21,1993-07-31,11,ET1,17
1993-08-01,1993-08-10,10,ET1,19
1993-08-11,1993-08-20,10,ET1,22
1993-08-21,1993-08-31,11,ET1,20
1993-09-01,1993-09-10,10,ET1,8
1993-09-11,1993-09-20,10,ET1,8
1993-09-21,1993-09-30,10,ET1,5
1994-05-12,1994-05-20,9,ET1,20
1994-05-21,1994-05-31,11,ET1,18
1994-06-01,1994-06-10,10,ET1,20
1994-06-11,1994-06-20,10,ET1,20
1994-06-21,1994-06-30,10,ET1,25
1994-07-01,1994-07-10,10,ET1,32
1994-07-11,1994-07-20,10,ET1,25
1994-07-21,1994-07-31,11,ET1,27
1994-08-01,1994-08-10,10,ET1,19
1994-08-11,1994-08-20,10,ET1,9
1994-08-21,1994-08-31,11,ET1,13
1994-09-01,1994-09-10,10,ET1,6
1994-09-11,1994-09-20,10,ET1,3
1994-09-21,1994-09-30,10,ET1,6
1995-05-01,1995-05-10,10,ET1,16
1995-05-11,1995-05-20,10,ET1,25
1995-05-21,1995-05-31,11,ET1,28
1995-06-01,1995-06-10,10,ET1,33
1995-06-11,1995-06-20,10,ET1,26
1995-06-21,1995-06-30,10,ET1,27
1995-07-01,1995-07-10,10,ET1,23
1995-07-11,1995-07-20,10,ET1,22
1995-07-21,1995-07-31,11,ET1,31
1995-08-01,1995-08-10,10,ET1,12
1995-08-11,1995-08-20,10,ET1,16
1995-08-21,1995-08-31,11,ET1,15
1995-09-01,1995-09-10,10,ET1,10
1995-09-11,1995-09-20,10,ET1,7
1995-09-21,1995-09-30,10,ET1,6
1996-05-11,1996-05-20,10,ET1,19
1996-05-21,1996-05-31,11,ET1,36
1996-06-01,1996-06-10,10,ET1,27
1996-06-11,1996-06-20,10,ET1,17
1996-06-21,1996-06-30,10,ET1,16
1996-07-01,1996-07-10,10,ET1,26
1996-07-11,1996-07-20,10,ET1,15
1996-07-21,1996-07-31,11,ET1,24
1996-08-01,1996-08-10,10,ET1,16
1996-08-11,1996-08-20,10,ET1,17
1996-08-21,1996-08-31,11,ET1,16
1996-09-01,1996-09-10,10,ET1,9
1996-09-11,1996-09-20,10,ET1,6
1996-09-21,1996-09-30,10,ET1,5
1997-05-11,1997-05-20,10,ET1,18
1997-05-21,1997-05-31,11,ET1,17
1997-06-01,1997-06-10,10,ET1,26
1997-06-11,1997-06-20,10,ET1,21
1997-06-21,1997-06-30,10,ET1,35
1997-07-01,1997-07-10,10,ET1,10
1997-07-11,1997-07-20,10,ET1,35
1997-07-21,1997-07-31,11,ET1,11
1997-08-01,1997-08-10,10,ET1,0
1997-08-11,1997-08-20,10,ET1,40
1997-08-21,1997-08-31,11,ET1,11
1997-09-01,1997-09-10,10,ET1,0
1997-09-11,1997-09-20,10,ET1,7
1997-09-21,1997-09-30,10,ET1,2
1998-05-11,1998-05-20,10,ET1,25
1998-05-21,1998-05-31,11,ET1,17
1998-06-01,1998-06-10,10,ET1,22
1998-06-11,1998-06-20,10,ET1,20
1998-06-21,1998-06-30,10,ET1,13
1998-07-01,1998-07-10,10,ET1,27
1998-07-11,1998-07-20,10,ET1,29
1998-07-21,1998-07-31,11,ET1,18
1998-08-01,1998-08-10,10,ET1,60
1998-08-11,1998-08-20,10,ET1,18
1998-08-21,1998-08-31,11,ET1,12
1998-09-01,1998-09-10,10,ET1,1
1998-09-11,1998-09-20,10,ET1,28
1998-09-21,1998-09-30,10,ET1,8
1999-05-01,1999-05-10,10,ET1,20
1999-05-11,1999-05-20,10,ET1,20
1999-05-21,1999-05-31,11,ET1,24
1999-06-01,1999-06-10,10,ET1,31
1999-06-11,1999-06-20,10,ET1,31
1999-06-21,1999-06-30,10,ET1,30
1999-07-01,1999-07-10,10,ET1,25
1999-07-11,1999-07-20,10,ET1,22
1999-07-21,1999-07-31,11,ET1,20
1999-08-01,1999-08-10,10,ET1,19
1999-08-11,1999-08-20,10,ET1,12
1999-08-21,1999-08-31,11,ET1,7
1999-09-01,1999-09-10,10,ET1,13
1999-09-11,1999-09-20,10,ET1,5
1999-09-21,1999-09-30,10,ET1,3
2000-05-01,2000-05-10,10,ET1,16
2000-05-11,2000-05-20,10,ET1,23
2000-05-21,2000-05-31,11,ET1,18
2000-06-01,2000-06-10,10,ET1,24
2000-06-11,2000-06-20,10,ET1,22
2000-06-21,2000-06-30,10,ET1,20
2000-07-01,2000-07-10,10,ET1,21
2000-07-11,2000-07-20,10,ET1,18
2000-07-21,2000-07-31,11,ET1,15
2000-08-01,2000-08-10,10,ET1,15
2000-08-11,2000-08-20,10,ET1,14
2000-08-21,2000-08-31,11,ET1,10
2000-09-01,2000-09-10,10,ET1,13
2000-09-11,2000-09-20,10,ET1,6
2000-09-21,2000-09-30,10,ET1,4
2001-05-01,2001-05-10,10,ET1,18
2001-05-11,2001-05-20,10,ET1,14
2001-05-21,2001-05-31,11,ET1,14
2001-06-01,2001-06-10,10,ET1,20
2001-06-11,2001-06-20,10,ET1,13
2001-06-21,2001-06-30,10,ET1,28
2001-07-01,2001-07-10,10,ET1,24
2001-07-11,2001-07-20,10,ET1,23
2001-07-21,2001-07-31,11,ET1,28
2001-08-01,2001-08-10,10,ET1,16
2001-08-11,2001-08-20,10,ET1,16
2001-08-21,2001-08-31,11,ET1,14
2001-09-01,2001-09-10,10,ET1,8
2001-09-11,2001-09-20,10,ET1,11
2001-09-21,2001-09-30,10,ET1,8
2002-05-01,2002-05-10,10,ET1,21
2002-05-11,2002-05-20,10,ET1,16
2002-05-21,2002-05-31,11,ET1,25
2002-06-01,2002-06-10,10,ET1,28
2002-06-11,2002-06-20,10,ET1,14
2002-06-21,2002-06-30,10,ET1,31
2002-07-01,2002-07-10,10,ET1,17
2002-07-11,2002-07-20,10,ET1,24
2002-07-21,2002-07-31,11,ET1,19
2002-08-01,2002-08-10,10,ET1,14
2002-08-11,2002-08-20,10,ET1,20
2002-08-21,2002-08-31,11,ET1,7
2002-09-01,2002-09-10,10,ET1,15
2002-09-11,2002-09-20,10,ET1,6
2002-09-21,2002-09-30,10,ET1,5
2003-05-21,2003-05-31,11,ET1,27
2003-06-01,2003-06-10,10,ET1,18
2003-06-11,2003-06-20,10,ET1,17
2003-06-21,2003-06-30,10,ET1,19
2003-07-01,2003-07-10,10,ET1,16
2003-07-11,2003-07-20,10,ET1,29
