DATE_TIME,FROZEN_CM,THAW_CM,WATER_CONTENT_CM,SNOW_COVER_CM,TERRAIN,SITE
1964-03-10,10,,7.2,64,0,скв.108
1964-03-10,18,,11.2,60,3,уч.4
1964-03-10,10,,6.3,65,2,уч.4
1964-03-20,20,,14,60,1,скв.105
1964-03-20,13,,8.1,66,0,скв.105
1964-03-20,23,,15.7,48,1,скв.107а
1964-03-20,17,,15.7,48,0,скв.107а
1964-03-20,26,,15.8,58,1,скв.108
1964-03-20,14,,9.1,66,0,скв.108
1964-03-20,23,,15,52,3,уч.4
1964-03-20,14,,8.9,60,2,уч.4
1964-03-31,18,,10.9,55,1,скв.105
1964-03-31,11,,7.3,65,0,скв.105
1964-03-31,24,,15.5,44,1,скв.107а
1964-03-31,17,,15.9,46,0,скв.107а
1964-03-31,30,,14.6,54,1,скв.108
1964-03-31,15,,9.5,64,0,скв.108
1964-03-31,24,,14.6,54,3,уч.4
1964-03-31,8,,5,69,2,уч.4
1964-04-10,20,,13.9,56,1,скв.105
1964-04-10,7,,5.2,64,0,скв.105
1964-04-10,21,,12.6,50,1,скв.107а
1964-04-10,20,,18.9,42,0,скв.107а
1964-04-10,30,,17.3,51,1,скв.108
1964-04-10,12,,8,61,0,скв.108
1964-04-10,23,,13.4,50,3,уч.4
1964-04-10,11,,7.5,57,2,уч.4
1964-04-20,18,3,11.9,,1,скв.105
1964-04-20,4,,2.4,2,0,скв.105
1964-04-20,23,2,15.2,,1,скв.107а
1964-04-20,20,,19.2,,0,скв.107а
1964-04-20,30,4,16.5,,1,скв.108
1964-04-20,16,,12.7,1,0,скв.108
1964-04-20,21,11,13.7,,3,уч.4
1964-04-20,6,,4.5,9,2,уч.4
1964-04-30,4,7,2.5,,1,скв.105
1964-04-30,14,6,10.3,,1,скв.107а
1964-04-30,8,11,6.1,,1,скв.108
1964-04-30,19,7,13.5,,3,уч.4
1964-04-30,3,,2,,2,уч.4
1964-11-05,2,,0.7,,1,скв.105
1964-11-05,1,,0.5,,0,скв.105
1964-11-10,4,,1.7,4,1,скв.105
1964-11-10,2,,0.8,4,0,скв.105
1964-11-10,8,,3,3,1,скв.107а
1964-11-10,4,,3.9,2,0,скв.107а
1964-11-10,17,,6.4,3,1,скв.108
1964-11-10,3,,1.1,5,0,скв.108
1964-11-10,7,,2.7,3,3,уч.4
1964-11-10,1,,0.5,4,2,уч.4
1964-11-20,1,,0.7,,1,скв.105
1964-11-20,1,,0.7,,1,скв.107а
1964-11-20,1,,0.7,,1,скв.108
1964-11-20,1,,0.7,,3,уч.4
1964-11-25,9,,4.6,9,1,скв.105
1964-11-25,4,,3.2,10,0,скв.105
1964-11-25,10,,5.7,6,1,скв.107а
1964-11-25,5,,5,7,0,скв.107а
1964-11-25,19,,9.2,7,1,скв.108
1964-11-25,3,,2.6,10,0,скв.108
1964-11-25,14,,5.9,9,3,уч.4
1964-11-25,4,,2.4,10,2,уч.4
1964-11-30,8,,5.4,20,1,скв.105
1964-11-30,4,,2.8,19,0,скв.105
1964-11-30,12,,7.8,15,1,скв.107а
1964-11-30,6,,6,16,0,скв.107а
1964-11-30,18,,8.5,15,1,скв.108
1964-11-30,5,,2.6,16,0,скв.108
1964-11-30,12,,5.6,18,3,уч.4
1964-11-30,4,,2.4,18,2,уч.4
1964-12-10,10,,5.6,15,1,скв.105
1964-12-10,3,,2,18,0,скв.105
1964-12-10,12,,6.4,9,1,скв.107а
1964-12-10,6,,5.6,6,0,скв.107а
1964-12-10,22,,8.3,,1,скв.108
1964-12-10,4,,2.9,20,0,скв.108
1964-12-10,10,,4.9,14,3,уч.4
1964-12-10,3,,1.4,17,2,уч.4
1964-12-21,8,,5.2,15,1,скв.105
1964-12-21,2,,1.5,17,0,скв.105
1964-12-21,10,,6.1,14,1,скв.107а
1964-12-21,10,,9.6,10,0,скв.107а
1964-12-21,16,,8.5,17,1,скв.108
1964-12-21,2,,1.9,19,0,скв.108
1964-12-21,9,,8.3,19,3,уч.4
1964-12-30,8,,6.4,21,1,скв.105
1964-12-30,2,,1.8,23,0,скв.105
1964-12-30,9,,6.7,20,1,скв.107а
1964-12-30,12,,11.4,14,0,скв.107а
1964-12-30,18,,12.8,17,1,скв.108
1964-12-30,4,,3,25,0,скв.108
1964-12-30,14,,8.7,19,3,уч.4
1964-12-30,4,,2.7,24,2,уч.4
1965-01-11,12,,8.6,28,1,скв.105
1965-01-11,3,,2.1,37,0,скв.105
1965-01-11,15,,11,24,3,скв.107а
1965-01-11,12,,11.9,27,2,скв.107а
1965-01-11,24,,15.2,23,1,скв.108
1965-01-11,6,,4.5,41,0,скв.108
1965-01-11,16,,11.1,32,1,уч.4
1965-01-11,4,,2.8,40,0,уч.4
1965-01-20,12,,7.6,41,1,скв.105
1965-01-20,2,,1.6,50,0,скв.105
1965-01-20,14,,9.7,39,3,скв.107а
1965-01-20,12,,11.7,42,2,скв.107а
1965-01-20,22,,15.3,37,1,скв.108
1965-01-20,4,,2.7,54,0,скв.108
1965-01-20,16,,9.5,39,1,уч.4
1965-01-20,4,,2.5,46,0,уч.4
1965-01-30,10,,7.7,51,1,скв.105
1965-01-30,3,,2.1,59,0,скв.105
1965-01-30,12,,9,46,3,скв.107а
1965-01-30,15,,14.2,51,2,скв.107а
1965-01-30,24,,14,40,1,скв.108
1965-01-30,8,,5.4,52,0,скв.108
1965-01-30,14,,6.7,50,1,уч.4
1965-01-30,4,,2,62,0,уч.4
1965-02-10,14,,9.1,52,1,скв.105
1965-02-10,2,,1.7,61,0,скв.105
1965-02-10,19,,13.5,50,3,скв.107а
1965-02-10,13,,11.9,55,2,скв.107а
1965-02-10,26,,15.6,45,1,скв.108
1965-02-10,5,,3.6,60,0,скв.108
1965-02-10,16,,10,52,1,уч.4
1965-02-10,4,,2.7,60,0,уч.4
1965-02-20,11,,7.7,63,1,скв.105
1965-02-20,1,,0.9,72,0,скв.105
1965-02-20,15,,11,53,3,скв.107а
1965-02-20,14,,13.2,60,2,скв.107а
1965-02-20,26,,16.8,50,1,скв.108
1965-02-20,6,,4.1,61,0,скв.108
1965-02-20,14,,9.1,55,1,уч.4
1965-02-20,2,,1.3,63,0,уч.4
1965-03-01,13,,7.9,74,1,скв.105
1965-03-01,2,,1.1,82,0,скв.105
1965-03-01,13,,9.4,60,3,скв.107а
1965-03-01,14,,13.8,67,2,скв.107а
1965-03-01,26,,16.5,63,1,скв.108
1965-03-01,4,,3.6,77,0,скв.108
1965-03-01,16,,9.6,64,1,уч.4
1965-03-01,4,,2.8,73,0,уч.4
1965-03-10,13,,9.5,66,1,скв.105
1965-03-10,2,,1.8,76,0,скв.105
1965-03-10,14,,10.1,62,3,скв.107а
1965-03-10,14,,13,60,2,скв.107а
1965-03-10,28,,16.1,60,1,скв.108
1965-03-10,7,,4.7,71,0,скв.108
1965-03-10,16,,10.5,62,1,уч.4
1965-03-10,4,,2.8,72,0,уч.4
1965-03-20,13,,8.1,50,1,скв.105
1965-03-20,2,,1.8,62,0,скв.105
1965-03-20,15,,10.1,45,3,скв.107а
1965-03-20,16,,15.6,54,2,скв.107а
1965-03-20,25,,15.1,50,1,скв.108
1965-03-20,4,,3.8,68,0,скв.108
1965-03-20,15,,10.1,52,1,уч.4
1965-03-20,2,,1.3,65,0,уч.4
1965-03-31,15,,9.6,60,1,скв.105
1965-03-31,1,,1.1,74,0,скв.105
1965-03-31,14,,9.7,51,3,скв.107а
1965-03-31,13,,12.8,58,2,скв.107а
1965-03-31,27,,17.3,52,1,скв.108
1965-03-31,3,,2.1,69,0,скв.108
1965-03-31,14,,9.6,57,1,уч.4
1965-03-31,2,,1.4,66,0,уч.4
1965-04-10,14,,10.3,56,1,скв.105
1965-04-10,4,,3.6,66,0,скв.105
1965-04-10,16,,11.9,52,3,скв.107а
1965-04-10,13,,12.6,52,2,скв.107а
1965-04-10,23,,15.9,49,1,скв.108
1965-04-10,4,,2.8,62,0,скв.108
1965-04-10,13,,6.8,58,1,уч.4
1965-04-10,3,,2.2,66,0,уч.4
1965-04-20,10,,5.8,16,1,скв.105
1965-04-20,1,,0.8,26,0,скв.105
1965-04-20,12,,8.6,3,3,скв.107а
1965-04-20,10,,10.2,12,2,скв.107а
1965-04-20,22,,14.4,,1,скв.108
1965-04-20,2,,1.4,26,0,скв.108
1965-04-20,14,,9.7,4,1,уч.4
1965-04-20,2,,1.4,23,0,уч.4
1965-10-20,5,,1.9,,1,скв.105
1965-10-20,4,,2.1,,0,скв.105
1965-10-20,6,,2.1,,3,скв.107а
1965-10-20,2,,1.8,,2,скв.107а
1965-10-20,6,,2.4,,1,скв.108
1965-10-20,5,,1.9,,0,скв.108
1965-10-20,4,,1.6,,1,уч.4
1965-10-20,2,,1.4,,0,уч.4
1965-11-20,8,,3.4,16,1,скв.105
1965-11-20,2,,1.3,17,0,скв.105
1965-11-20,6,,3.6,16,3,скв.107а
1965-11-20,4,,3,12,2,скв.107а
1965-11-20,13,,4.7,16,1,скв.108
1965-11-20,4,,2.9,16,0,скв.108
1965-11-20,8,,2.8,14,1,уч.4
1965-11-20,2,,1.3,18,0,уч.4
1965-11-30,7,,5.2,26,1,скв.105
1965-11-30,2,,1.9,34,0,скв.105
1965-11-30,10,,7.4,28,3,скв.107а
1965-11-30,3,,2.9,26,2,скв.107а
1965-11-30,21,,9.8,21,1,скв.108
1965-11-30,7,,5.2,31,0,скв.108
1965-11-30,10,,6.2,24,1,уч.4
1965-11-30,4,,2.5,31,0,уч.4
1965-12-10,9,,6.7,34,1,скв.105
1965-12-10,1,,0.9,41,0,скв.105
1965-12-10,10,,6.5,32,3,скв.107а
1965-12-10,3,,3.1,32,2,скв.107а
1965-12-10,18,,9.2,29,1,скв.108
1965-12-10,4,,2.5,39,0,скв.108
1965-12-10,12,,5.1,34,1,уч.4
1965-12-10,2,,0.9,42,0,уч.4
1965-12-20,7,,4.5,43,1,скв.105
1965-12-20,2,,1.8,55,0,скв.105
1965-12-20,12,,7.2,41,3,скв.107а
1965-12-20,6,,5.3,44,2,скв.107а
1965-12-20,16,,8.1,45,1,скв.108
1965-12-20,4,,3.2,54,0,скв.108
1965-12-20,7,,4.2,48,1,уч.4
1965-12-20,3,,1.2,50,0,уч.4
1965-12-30,6,,4,60,1,скв.105
1965-12-30,0,,0.2,70,0,скв.105
1965-12-30,9,,6.3,56,3,скв.107а
1965-12-30,3,,2.2,60,2,скв.107а
1965-12-30,19,,8.6,53,1,скв.108
1965-12-30,4,,2.6,70,0,скв.108
1965-12-30,7,,3.4,58,1,уч.4
1965-12-30,2,,0.9,68,0,уч.4
1966-01-10,9,,5.2,56,1,скв.105
1966-01-10,1,,0.9,67,0,скв.105
1966-01-10,9,,7.1,48,3,скв.107а
1966-01-10,4,,3.8,49,2,скв.107а
1966-01-10,17,,8,51,1,скв.108
1966-01-10,3,,1.4,64,0,скв.108
1966-01-10,10,,6.4,50,1,уч.4
1966-01-10,2,,1.4,61,0,уч.4
1966-01-20,8,,4.2,59,1,скв.105
1966-01-20,3,,1.6,67,0,скв.105
1966-01-20,8,,6.9,52,3,скв.107а
1966-01-20,4,,3.4,55,2,скв.107а
1966-01-20,17,,9.9,52,1,скв.108
1966-01-20,4,,2.5,70,0,скв.108
1966-01-20,9,,4.7,56,1,уч.4
1966-01-20,3,,1.6,64,0,уч.4
1966-01-31,10,,6.8,70,1,скв.105
1966-01-31,4,,2.9,80,0,скв.105
1966-01-31,12,,7.9,61,3,скв.107а
1966-01-31,4,,3.4,62,2,скв.107а
1966-01-31,26,,13.5,63,1,скв.108
1966-01-31,6,,4.7,78,0,скв.108
1966-01-31,14,,8.4,67,1,уч.4
1966-01-31,6,,4,76,0,уч.4
1966-02-10,13,,8.9,70,1,скв.105
1966-02-10,3,,1.8,80,0,скв.105
1966-02-10,16,,12,62,3,скв.107а
1966-02-10,6,,4.7,63,2,скв.107а
1966-02-10,22,,12.4,64,1,скв.108
1966-02-10,7,,4.2,77,0,скв.108
1966-02-10,14,,7.4,71,1,уч.4
1966-02-10,5,,3.8,81,0,уч.4
1966-02-21,12,,6.7,75,1,скв.105
1966-02-21,8,,6.7,81,0,скв.105
1966-02-21,18,,12.8,71,3,скв.107а
1966-02-21,8,,7.4,73,2,скв.107а
1966-02-21,23,,13.2,71,1,скв.108
1966-02-21,11,,7.3,83,0,скв.108
1966-02-21,13,,8.1,78,1,уч.4
1966-02-21,4,,2.9,87,0,уч.4
1966-02-28,17,,12.1,70,1,скв.105
1966-02-28,8,,5.6,80,0,скв.105
1966-02-28,13,,8.7,77,3,скв.107а
1966-02-28,9,,8.7,74,2,скв.107а
1966-02-28,26,,15.9,74,1,скв.108
1966-02-28,14,,8,89,0,скв.108
1966-02-28,16,,9.5,66,1,уч.4
1966-02-28,8,,5.4,76,0,уч.4
1966-03-10,10,,7.2,72,1,скв.105
1966-03-10,2,,1.4,88,0,скв.105
1966-03-10,13,,8.8,60,3,скв.107а
1966-03-10,9,,8.5,68,2,скв.107а
1966-03-10,19,,9.9,68,1,скв.108
1966-03-10,4,,3.1,83,0,скв.108
1966-03-10,10,,6.8,68,1,уч.4
1966-03-10,8,,2.2,76,0,уч.4
1966-03-21,18,,13.8,88,1,скв.105
1966-03-21,2,,1.9,96,0,скв.105
1966-03-21,20,,15,85,3,скв.107а
1966-03-21,11,,10.8,88,2,скв.107а
1966-03-21,24,,13.2,82,1,скв.108
1966-03-21,6,,4.4,96,0,скв.108
1966-03-21,20,,14.2,79,1,уч.4
1966-03-21,8,,6.7,89,0,уч.4
1966-03-31,12,,7.8,79,1,скв.105
1966-03-31,3,,2,90,0,скв.105
1966-03-31,11,,8.3,74,3,скв.107а
1966-03-31,10,,9.5,74,2,скв.107а
1966-03-31,23,,12.5,80,1,скв.108
1966-03-31,4,,3.2,88,0,скв.108
1966-03-31,11,,7.4,76,1,уч.4
1966-03-31,2,,1.6,91,0,уч.4
1966-04-11,12,,8.5,43,1,скв.105
1966-04-11,2,,1.1,53,0,скв.105
1966-04-11,14,,10.1,34,3,скв.107а
1966-04-11,8,,7.9,38,2,скв.107а
1966-04-11,16,,8.5,41,1,скв.108
1966-04-11,4,,2.7,56,0,скв.108
1966-04-11,12,,6.3,47,1,уч.4
1966-04-11,1,,0.9,57,0,уч.4
1966-04-20,10,,7.4,41,1,скв.105
1966-04-20,3,,2.1,50,0,скв.105
1966-04-20,12,,9.1,40,3,скв.107а
1966-04-20,8,,7.4,44,2,скв.107а
1966-04-20,16,,9.5,48,1,скв.108
1966-04-20,4,,2.9,59,0,скв.108
1966-04-20,10,,7.4,46,1,уч.4
1966-04-20,2,,1.6,56,0,уч.4
1966-04-30,6,1,4.7,22,1,скв.105
1966-04-30,,,,32,0,скв.105
1966-04-30,8,2,5.7,,3,скв.107а
1966-04-30,2,6,1.4,,2,скв.107а
1966-04-30,9,6,4.4,,1,скв.108
1966-04-30,4,3,2.6,19,1,уч.4
1966-04-30,,,,22,0,уч.4
1966-12-10,10,,7.2,17,1,скв.105
1966-12-10,7,,4.7,25,0,скв.105
1966-12-10,14,,9.3,14,3,скв.107а
1966-12-10,11,,10.6,18,2,скв.107а
1966-12-10,22,,8,16,1,скв.108
1966-12-10,4,,3.3,26,0,скв.108
1966-12-10,12,,4.4,16,1,уч.4
1966-12-10,3,,1.5,24,0,уч.4
1966-12-20,14,,9.6,21,1,скв.105
1966-12-20,7,,5.4,29,0,скв.105
1966-12-20,20,,14.2,14,3,скв.107а
1966-12-20,11,,10.5,24,2,скв.107а
1966-12-20,23,,10.3,16,1,скв.108
1966-12-20,8,,5.3,30,0,скв.108
1966-12-20,15,,8,35,1,уч.4
1966-12-20,8,,4.9,52,0,уч.4
1966-12-30,20,,10.4,24,1,скв.105
1966-12-30,12,,7.7,36,0,скв.105
1966-12-30,17,,11.6,19,3,скв.107а
1966-12-30,15,,14.4,25,2,скв.107а
1966-12-30,28,,13.9,31,1,скв.108
1966-12-30,10,,5.6,40,0,скв.108
1966-12-30,14,,8.9,34,1,уч.4
1966-12-30,4,,2.9,46,0,уч.4
1967-01-10,11,,8.1,50,1,скв.105
1967-01-10,4,,2.6,61,0,скв.105
1967-01-10,16,,11.2,40,3,скв.107а
1967-01-10,14,,13.1,43,2,скв.107а
1967-01-10,22,,13,40,1,скв.108
1967-01-10,5,,3.9,53,0,скв.108
1967-01-10,12,,8.1,44,1,уч.4
1967-01-10,9,,3.4,53,0,уч.4
1967-01-20,16,,10.6,50,1,скв.105
1967-01-20,6,,5.1,58,0,скв.105
1967-01-20,17,,10,48,3,скв.107а
1967-01-20,15,,14,47,2,скв.107а
1967-01-20,24,,14.1,46,1,скв.108
1967-01-20,5,,4.7,59,0,скв.108
1967-01-20,14,,8.9,51,1,уч.4
1967-01-20,5,,3.6,59,0,уч.4
1967-01-31,12,,8.6,47,1,скв.105
1967-01-31,5,,3.2,58,0,скв.105
1967-01-31,17,,11.5,42,3,скв.107а
1967-01-31,18,,16.8,42,2,скв.107а
1967-01-31,31,,13.5,40,1,скв.108
1967-01-31,15,,9.8,50,0,скв.108
1967-01-31,16,,9.1,43,1,уч.4
1967-01-31,10,,5.3,54,0,уч.4
1967-02-10,18,,11.2,67,1,скв.105
1967-02-10,7,,4.7,78,0,скв.105
1967-02-10,21,,13.4,50,3,скв.107а
1967-02-10,18,,16.9,62,2,скв.107а
1967-02-10,30,,17.1,56,1,скв.108
1967-02-10,10,,9.1,70,0,скв.108
1967-02-10,23,,12.1,65,1,уч.4
1967-02-10,5,,3.5,78,0,уч.4
1967-02-20,20,,8.8,65,1,скв.105
1967-02-20,8,3,5.7,75,0,скв.105
1967-02-20,22,,14.5,56,3,скв.107а
1967-02-20,21,,20.1,60,2,скв.107а
1967-02-20,26,,16,58,1,скв.108
1967-02-20,9,,7.1,72,0,скв.108
1967-02-20,18,,11.3,59,1,уч.4
1967-02-20,8,,4.4,75,0,уч.4
1967-02-28,16,,10.8,65,1,скв.105
1967-02-28,4,,3.2,77,0,скв.105
1967-02-28,18,,13.3,51,3,скв.107а
1967-02-28,18,,16.4,65,2,скв.107а
1967-02-28,28,,14.8,62,1,скв.108
1967-02-28,15,,12,74,0,скв.108
1967-02-28,22,,13.5,66,1,уч.4
1967-02-28,7,,4.5,74,0,уч.4
1967-03-10,23,,13.4,58,1,скв.105
1967-03-10,4,,2.9,67,0,скв.105
1967-03-10,20,,13.4,41,3,скв.107а
1967-03-10,16,,15.5,44,2,скв.107а
1967-03-10,29,,15.5,47,1,скв.108
1967-03-10,9,,8.1,59,0,скв.108
1967-03-10,19,,10.7,55,1,уч.4
1967-03-10,5,,3.8,60,0,уч.4
1967-03-20,18,,13.8,39,1,скв.105
1967-03-20,6,2,5.4,50,0,скв.105
1967-03-20,22,,18.6,33,3,скв.107а
1967-03-20,18,,17.1,36,2,скв.107а
1967-03-20,24,,12.6,37,1,скв.108
1967-03-20,8,,7.3,52,0,скв.108
1967-03-20,16,,11.2,36,1,уч.4
1967-03-20,3,3,2.6,47,0,уч.4
1967-03-31,17,,12.1,41,1,скв.105
1967-03-31,2,1,1.6,53,0,скв.105
1967-03-31,20,,13.4,32,3,скв.107а
1967-03-31,18,,17.5,33,2,скв.107а
1967-03-31,25,,16.8,35,1,скв.108
1967-03-31,6,2,4.5,51,0,скв.108
1967-03-31,18,,10.2,33,1,уч.4
1967-03-31,6,,4.5,42,0,уч.4
1967-04-10,17,2,11.5,0,1,скв.105
1967-04-10,4,,3.1,0,0,скв.105
1967-04-10,18,2,12.8,0,3,скв.107а
1967-04-10,12,,12,0,2,скв.107а
1967-04-10,23,2,15.8,0,1,скв.108
1967-04-10,4,2,3.6,0,0,скв.108
1967-04-10,13,2,9.5,0,1,уч.4
1967-04-10,2,2,1.1,3,0,уч.4
1967-04-20,5,6,3.8,,1,скв.105
1967-04-20,,,0,,0,скв.105
1967-04-20,11,5,7.7,,3,скв.107а
1967-04-20,,,0,,2,скв.107а
1967-04-20,9,15,5.6,,1,скв.108
1967-04-20,,,0,,0,скв.108
1967-04-20,14,2,8.9,,1,уч.4
1967-04-20,,,0,,0,уч.4
1967-11-20,2,,1.4,0,1,скв.105
1967-11-20,0,,0,0,0,скв.105
1967-11-20,3,,2.8,0,3,скв.107а
1967-11-20,1,,1,0,2,скв.107а
1967-11-20,2,,1.4,0,1,скв.108
1967-11-20,,,0,2,0,скв.108
1967-11-20,2,,1.1,0,1,уч.4
1967-11-20,0,,0,0,0,уч.4
1967-11-24,6,,3.1,0,1,скв.105
1967-11-24,2,,1.7,0,0,скв.105
1967-11-24,5,,3.6,0,3,скв.107а
1967-11-24,3,,3,0,2,скв.107а
1967-11-24,6,,4.7,0,1,скв.108
1967-11-24,2,,1.4,6,0,скв.108
1967-11-24,6,,2.8,0,1,уч.4
1967-11-24,2,,1.2,0,0,уч.4
1967-11-30,6,,4.3,4,1,скв.105
1967-11-30,1,,1,4,0,скв.105
1967-11-30,7,,5,4,3,скв.107а
1967-11-30,5,,4.7,4,2,скв.107а
1967-11-30,12,,4.7,5,1,скв.108
1967-11-30,3,,2.3,7,0,скв.108
1967-11-30,7,,3.3,5,1,уч.4
1967-11-30,2,,1.3,5,0,уч.4
1967-12-11,12,,8.3,17,1,скв.105
1967-12-11,3,,2.4,18,0,скв.105
1967-12-11,14,,9.5,14,3,скв.107а
1967-12-11,12,,11.7,5,2,скв.107а
1967-12-11,20,,11.7,13,1,скв.108
1967-12-11,6,,3.8,12,0,скв.108
1967-12-11,12,,7.8,18,1,уч.4
1967-12-11,4,,3.2,14,0,уч.4
1967-12-20,12,,8.5,21,1,скв.105
1967-12-20,4,,2.9,24,0,скв.105
1967-12-20,12,,8.5,14,3,скв.107а
1967-12-20,14,,13.2,10,2,скв.107а
1967-12-20,19,,13,13,1,скв.108
1967-12-20,5,,4.5,12,0,скв.108
1967-12-20,12,,8.5,18,1,уч.4
1967-12-20,4,,2.9,16,0,уч.4
1967-12-29,15,,10.8,29,1,скв.105
1967-12-29,8,,5.8,35,0,скв.105
1967-12-29,20,,13.2,22,3,скв.107а
1967-12-29,17,,16.2,19,2,скв.107а
1967-12-29,28,,19.8,23,1,скв.108
1967-12-29,9,,7.4,22,0,скв.108
1967-12-29,22,,16.1,25,1,уч.4
1967-12-29,9,,6.5,30,0,уч.4
1968-01-10,17,,12,28,1,скв.105
1968-01-10,7,,5,32,0,скв.105
1968-01-10,22,,15.5,24,3,скв.107а
1968-01-10,17,,16.4,20,2,скв.107а
1968-01-10,28,,18.8,21,1,скв.108
1968-01-10,11,,9.2,30,0,скв.108
1968-01-10,17,,12,25,1,уч.4
1968-01-10,11,,8.1,30,0,уч.4
1968-01-20,18,,12.3,31,1,скв.105
1968-01-20,14,,10.3,38,0,скв.105
1968-01-20,22,,16.8,31,3,скв.107а
1968-01-20,21,,19.7,24,2,скв.107а
1968-01-20,30,,19.2,30,1,скв.108
1968-01-20,13,,10.9,40,0,скв.108
1968-01-20,18,,12.5,27,1,уч.4
1968-01-20,14,,10,32,0,уч.4
1968-01-31,21,,14.9,41,1,скв.105
1968-01-31,14,,9.9,49,0,скв.105
1968-01-31,26,,18.3,36,3,скв.107а
1968-01-31,26,,24.4,32,2,скв.107а
1968-01-31,34,,22.4,36,1,скв.108
1968-01-31,13,,11.6,51,0,скв.108
1968-01-31,28,,20.9,38,1,уч.4
1968-01-31,20,,16,45,0,уч.4
1968-02-09,20,,12.3,46,1,скв.105
1968-02-09,14,,9.5,54,0,скв.105
1968-02-09,24,,17.7,46,3,скв.107а
1968-02-09,21,,19.9,43,2,скв.107а
1968-02-09,36,,21.7,42,1,скв.108
1968-02-09,18,,14.5,56,0,скв.108
1968-02-09,30,,22.8,40,1,уч.4
1968-02-09,19,,13.3,51,0,уч.4
1968-02-20,22,,15.3,53,1,скв.105
1968-02-20,14,,9.9,64,0,скв.105
1968-02-20,26,,18.6,52,3,скв.107а
1968-02-20,22,,20.6,50,2,скв.107а
1968-02-20,34,,22.8,52,1,скв.108
1968-02-20,19,,15,64,0,скв.108
1968-02-20,24,,17.6,50,1,уч.4
1968-02-20,16,,11.2,58,0,уч.4
1968-02-29,24,,15.5,48,1,скв.105
1968-02-29,13,,10.5,60,0,скв.105
1968-02-29,26,,17.1,50,3,скв.107а
1968-02-29,21,,20,48,2,скв.107а
1968-02-29,32,,19.4,52,1,скв.108
1968-02-29,19,,15.5,63,0,скв.108
1968-02-29,28,,19.5,49,1,уч.4
1968-02-29,19,,13.2,58,0,уч.4
1968-03-11,22,,15,62,1,скв.105
1968-03-11,13,,9.4,71,0,скв.105
1968-03-11,20,,14.8,55,3,скв.107а
1968-03-11,16,,15.4,57,2,скв.107а
1968-03-11,30,,19,55,1,скв.108
1968-03-11,18,,14.2,68,0,скв.108
1968-03-11,26,,18.9,55,1,уч.4
1968-03-11,16,,12.1,64,0,уч.4
1968-03-21,20,,14.6,69,1,скв.105
1968-03-21,15,,10.6,75,0,скв.105
1968-03-21,26,,18.6,56,3,скв.107а
1968-03-21,20,,18.6,58,2,скв.107а
1968-03-21,25,,16,65,1,скв.108
1968-03-21,16,,12.5,74,0,скв.108
1968-03-21,26,,17.8,70,1,уч.4
1968-03-21,16,,11.3,77,0,уч.4
1968-04-01,25,3,17.8,,1,скв.105
1968-04-01,9,,6.3,,0,скв.105
1968-04-01,20,2,14.6,,3,скв.107а
1968-04-01,17,,16,,2,скв.107а
1968-04-01,26,2,18.9,,1,скв.108
1968-04-01,18,,12.8,,0,скв.108
1968-04-01,26,3,18.9,,1,уч.4
1968-04-01,8,0,6.8,,0,уч.4
1968-04-10,16,0,11.9,,1,скв.105
1968-04-10,7,3,5.6,,0,скв.105
1968-04-10,20,0,14,,3,скв.107а
1968-04-10,2,7,1.9,,2,скв.107а
1968-04-10,26,1,18.9,,1,скв.108
1968-04-10,13,0,9.4,,0,скв.108
1968-04-10,24,2,17.5,,1,уч.4
1968-04-10,3,7,3,,0,уч.4
1968-04-19,13,5,9.2,,1,скв.105
1968-04-19,2,8,1.4,,0,скв.105
1968-04-19,10,7,7.4,,3,скв.107а
1968-04-19,0,,,,2,скв.107а
1968-04-19,14,6,9.9,,1,скв.108
1968-04-19,4,4,3.2,,0,скв.108
1968-04-19,13,8,9.7,,1,уч.4
1968-04-19,2,11,1.4,,0,уч.4
1968-04-30,8,10,5.9,,1,скв.105
1968-04-30,0,,,,0,скв.105
1968-04-30,8,10,5.9,,3,скв.107а
1968-04-30,10,12,6.8,,1,скв.108
1968-04-30,1,10,0.9,,0,скв.108
1968-04-30,7,14,5,,1,уч.4
1968-04-30,0,,,,0,уч.4
1968-10-17,4,,1.6,,1,скв.105
1968-10-17,2,,1.4,,0,скв.105
1968-10-17,4,,1.4,,3,скв.107а
1968-10-17,0,,0.5,,2,скв.107а
1968-10-17,4,,1.4,,1,скв.108
1968-10-17,2,,1.6,,0,скв.108
1968-10-17,3,,1.2,,1,уч.4
1968-10-17,2,,1.1,,0,уч.4
1968-10-31,3,,2.3,,1,скв.105
1968-10-31,1,,0.7,,0,скв.105
1968-10-31,3,,2.2,,3,скв.107а
1968-10-31,6,,5.8,,2,скв.107а
1968-10-31,4,,3.1,,1,скв.108
1968-10-31,1,,1,,0,скв.108
1968-10-31,3,,2.2,,1,уч.4
1968-10-31,0,,,,0,уч.4
1968-11-11,10,,7.1,,1,скв.105
1968-11-11,6,,5.1,,0,скв.105
1968-11-11,15,,9.9,,3,скв.107а
1968-11-11,14,,13.2,,2,скв.107а
1968-11-11,20,,13.9,,1,скв.108
1968-11-11,10,,9.5,,0,скв.108
1968-11-11,16,,9.3,,1,уч.4
1968-11-11,6,,4.9,,0,уч.4
1968-11-20,24,,16,,1,скв.105
1968-11-20,12,,11.5,,0,скв.105
1968-11-20,19,,10.3,,3,скв.107а
1968-11-20,19,,18.4,,2,скв.107а
