DATE_TIME,FROZEN_CM,THAW_CM,WATER_CONTENT_CM,SNOW_COVER_CM,TERRAIN,SITE
1977-12-12,14,,6,8,1,уч.4
1977-12-12,8,,5.8,6,0,уч.4
1977-12-19,11,,7.7,9,1,скв.105
1977-12-19,6,,4.8,10,0,скв.105
1977-12-19,15,,11,8,3,скв.107а
1977-12-19,16,,15.1,3,2,скв.107а
1977-12-19,20,,9.4,5,1,скв.108
1977-12-19,6,,4.3,13,0,скв.108
1977-12-19,12,,7.9,9,1,уч.4
1977-12-19,5,,4.1,10,0,уч.4
1977-12-30,17,,9.8,27,1,скв.105
1977-12-30,12,,7.6,34,0,скв.105
1977-12-30,14,,9.7,24,3,скв.107а
1977-12-30,17,,16.4,20,2,скв.107а
1977-12-30,30,,15,18,1,скв.108
1977-12-30,14,,11.2,35,0,скв.108
1977-12-30,20,,13.4,22,1,уч.4
1977-12-30,10,,7.6,30,0,уч.4
1978-01-10,17,,10.7,22,1,скв.105
1978-01-10,13,,10.4,31,0,скв.105
1978-01-10,20,,13.6,23,3,скв.107а
1978-01-10,17,,16.4,24,2,скв.107а
1978-01-10,32,,19.5,22,1,скв.108
1978-01-10,19,,13.1,30,0,скв.108
1978-01-10,22,,12.2,20,1,уч.4
1978-01-10,10,,7.4,30,0,уч.4
1978-01-19,20,,10.8,37,1,скв.105
1978-01-19,8,,5.8,48,0,скв.105
1978-01-19,20,,14.5,36,3,скв.107а
1978-01-19,18,,16.5,38,2,скв.107а
1978-01-19,30,,15.6,32,1,скв.108
1978-01-19,14,,10.1,50,0,скв.108
1978-01-19,20,,11.3,36,1,уч.4
1978-01-19,13,,9.2,46,0,уч.4
1978-01-30,18,,12.6,46,1,скв.105
1978-01-30,12,,8.8,53,0,скв.105
1978-01-30,19,,13.1,42,3,скв.107а
1978-01-30,19,,18.2,38,2,скв.107а
1978-01-30,32,,15.2,34,1,скв.108
1978-01-30,18,,13.9,53,0,скв.108
1978-01-30,25,,14.7,39,1,уч.4
1978-01-30,15,,10.6,50,0,уч.4
1978-02-09,20,,13.4,43,1,скв.105
1978-02-09,7,,5.2,54,0,скв.105
1978-02-09,18,,13.3,37,3,скв.107а
1978-02-09,16,,13.8,42,2,скв.107а
1978-02-09,32,,19.2,30,1,скв.108
1978-02-09,15,,11,54,0,скв.108
1978-02-09,23,,14.7,37,1,уч.4
1978-02-09,14,,10.3,46,0,уч.4
1978-02-20,20,,11.2,54,1,скв.105
1978-02-20,8,,5.8,64,0,скв.105
1978-02-20,19,,12.8,53,3,скв.107а
1978-02-20,19,,18.2,49,2,скв.107а
1978-02-20,34,,19.8,46,1,скв.108
1978-02-20,21,,15.1,58,0,скв.108
1978-02-20,22,,13.3,42,1,уч.4
1978-02-20,15,,10.8,54,0,уч.4
1978-02-27,24,,16.1,51,1,скв.105
1978-02-27,15,,11,58,0,скв.105
1978-02-27,22,,13.1,49,3,скв.107а
1978-02-27,21,,19.8,50,2,скв.107а
1978-02-27,34,,21.1,42,1,скв.108
1978-02-27,24,,16.9,61,0,скв.108
1978-02-27,23,,16,52,1,уч.4
1978-02-27,15,,11,61,0,уч.4
1978-03-10,20,,11.9,42,1,скв.105
1978-03-10,10,,7.3,51,0,скв.105
1978-03-10,22,,14.1,42,3,скв.107а
1978-03-10,16,,14.8,41,2,скв.107а
1978-03-10,25,,13.7,41,1,скв.108
1978-03-10,17,,12.4,51,0,скв.108
1978-03-10,23,,13.4,40,1,уч.4
1978-03-10,15,,10.6,53,0,уч.4
1978-03-20,19,,12.2,69,1,скв.105
1978-03-20,12,,8.6,76,0,скв.105
1978-03-20,18,,12,63,3,скв.107а
1978-03-20,20,,18.8,62,2,скв.107а
1978-03-20,26,,15.2,63,1,скв.108
1978-03-20,20,,14.5,76,0,скв.108
1978-03-20,23,,13,60,1,уч.4
1978-03-20,12,,9,66,0,уч.4
1978-03-29,21,,12.4,46,1,скв.105
1978-03-29,6,,4.3,58,0,скв.105
1978-03-29,15,,10.5,54,3,скв.107а
1978-03-29,19,,18.4,44,2,скв.107а
1978-03-29,27,,15.2,45,1,скв.108
1978-03-29,8,8,5.4,60,0,скв.108
1978-03-29,21,,11.2,37,1,уч.4
1978-03-29,10,,6.8,52,0,уч.4
1978-04-05,18,,12.5,25,1,скв.105
1978-04-05,6,,5.2,36,0,скв.105
1978-04-05,17,,14.8,12,3,скв.107а
1978-04-05,20,,18,7,2,скв.107а
1978-04-05,25,,15.3,12,1,скв.108
1978-04-05,11,,10.3,26,0,скв.108
1978-04-05,15,,11.9,22,1,уч.4
1978-04-05,10,,7.6,34,0,уч.4
1978-04-11,21,,14.6,16,1,скв.105
1978-04-11,5,5,4.3,30,0,скв.105
1978-04-11,16,,10.2,18,3,скв.107а
1978-04-11,22,,21.2,4,2,скв.107а
1978-04-11,26,,11.7,1,1,скв.108
1978-04-11,16,,14.8,22,0,скв.108
1978-04-11,19,,9.8,22,1,уч.4
1978-04-11,7,,4.9,33,0,уч.4
1978-04-14,22,,11,,1,скв.105
1978-04-14,9,,8.7,16,0,скв.105
1978-04-14,22,,12.6,,3,скв.107а
1978-04-14,19,,18.3,,2,скв.107а
1978-04-14,24,5,12.9,,1,скв.108
1978-04-14,6,,5.8,2,0,скв.108
1978-04-14,24,,14.6,,1,уч.4
1978-04-14,8,,6.4,20,0,уч.4
1978-04-20,18,4,11.3,,1,скв.105
1978-04-20,,0,,,0,скв.105
1978-04-20,16,4,9.4,,3,скв.107а
1978-04-20,9,11,8.7,,2,скв.107а
1978-04-20,18,6,6.5,,1,скв.108
1978-04-20,2,10,2.4,,0,скв.108
1978-04-20,18,5,13.1,,1,уч.4
1978-04-20,8,,6.5,,0,уч.4
1978-04-26,17,,8.3,,1,скв.105
1978-04-26,2,,1.8,,0,скв.105
1978-04-26,10,,3.9,,3,скв.107а
1978-04-26,7,,4,,2,скв.107а
1978-04-26,18,,9.8,,1,скв.108
1978-04-26,6,,4.5,,0,скв.108
1978-04-26,22,,11.4,,1,уч.4
1978-04-26,3,,2.9,,0,уч.4
1978-05-04,6,9,4.7,,1,скв.105
1978-05-04,,0,,,0,скв.105
1978-05-04,7,7,5.2,,3,скв.107а
1978-05-04,,0,,,2,скв.107а
1978-05-04,12,9,6.5,,1,скв.108
1978-05-04,1,5,0.5,,0,скв.108
1978-05-04,10,8,6.9,,1,уч.4
1978-05-04,3,3,1.9,,0,уч.4
1978-05-10,9,7,4.7,,1,скв.105
1978-05-10,2,,1,,0,скв.105
1978-05-10,11,2,7,,3,скв.107а
1978-05-10,2,,0.9,,2,скв.107а
1978-05-10,11,7,6.8,,1,скв.108
1978-05-10,3,,2.4,,0,скв.108
1978-05-10,17,4,9.4,,1,уч.4
1978-05-10,4,,2.4,,0,уч.4
1978-05-15,2,15,1.3,,1,скв.105
1978-05-15,,0,,,0,скв.105
1978-05-15,6,8,4.3,,3,скв.107а
1978-05-15,,0,,,2,скв.107а
1978-05-15,10,11,5.3,,1,скв.108
1978-05-15,0,,,,0,скв.108
1978-05-15,9,10,6.3,,1,уч.4
1978-05-15,,0,,,0,уч.4
1978-05-22,5,11,3.8,,1,скв.105
1978-05-22,,0,,,0,скв.105
1978-05-22,1,25,0.9,,1,скв.108
1978-05-22,0,,,,0,скв.108
1978-11-30,8,,3.2,19,1,скв.105
1978-11-30,4,,2.9,17,0,скв.105
1978-11-30,10,,5.2,18,3,скв.107а
1978-11-30,4,,4.2,15,2,скв.107а
1978-11-30,15,,5.6,15,1,скв.108
1978-11-30,4,,3,18,0,скв.108
1978-11-30,10,,5.4,19,1,уч.4
1978-11-30,4,,2.9,22,0,уч.4
1978-12-10,10,,4.7,25,1,скв.105
1978-12-10,4,,2.7,29,0,скв.105
1978-12-10,9,,5.9,23,3,скв.107а
1978-12-10,5,,4.9,21,2,скв.107а
1978-12-10,18,,6.7,19,1,скв.108
1978-12-10,4,,3.1,28,0,скв.108
1978-12-10,10,,4.7,23,1,уч.4
1978-12-10,4,,2.7,26,0,уч.4
1978-12-19,14,,7.7,24,1,скв.105
1978-12-19,7,,4.5,34,0,скв.105
1978-12-19,12,,7.7,24,3,скв.107а
1978-12-19,7,,6.6,22,2,скв.107а
1978-12-19,25,,12.2,23,1,скв.108
1978-12-19,13,,9.5,38,0,скв.108
1978-12-19,15,,8.2,26,1,уч.4
1978-12-19,7,,5,32,0,уч.4
1978-12-30,15,,10.4,25,1,скв.105
1978-12-30,8,,5.3,34,0,скв.105
1978-12-30,10,,6.9,31,3,скв.107а
1978-12-30,9,,9,27,2,скв.107а
1978-12-30,30,,18.8,24,1,скв.108
1978-12-30,6,,4.5,44,0,скв.108
1978-12-30,16,,9.6,29,1,уч.4
1978-12-30,10,,7.4,34,0,уч.4
1979-01-10,21,,11.2,59,1,скв.105
1979-01-10,14,,8.8,68,0,скв.105
1979-01-10,19,,12.3,56,3,скв.107а
1979-01-10,12,,11.2,55,2,скв.107а
1979-01-10,40,,18.6,46,1,скв.108
1979-01-10,16,,9.6,66,0,скв.108
1979-01-10,18,,9.7,62,1,уч.4
1979-01-10,10,,6,68,0,уч.4
1979-01-20,18,,9.8,49,1,скв.105
1979-01-20,8,,5.9,56,0,скв.105
1979-01-20,24,,13.2,47,3,скв.107а
1979-01-20,16,,15.6,44,2,скв.107а
1979-01-20,32,,14.8,49,1,скв.108
1979-01-20,15,,9,58,0,скв.108
1979-01-20,18,,11.4,42,1,уч.4
1979-01-20,14,,9.7,48,0,уч.4
1979-01-30,24,,13.2,55,1,скв.105
1979-01-30,13,,8.7,64,0,скв.105
1979-01-30,17,,10,54,3,скв.107а
1979-01-30,12,,12.1,50,2,скв.107а
1979-01-30,33,,16.7,56,1,скв.108
1979-01-30,18,,10.2,69,0,скв.108
1979-01-30,24,,13.7,55,1,уч.4
1979-01-30,19,,12.8,62,0,уч.4
1979-02-10,20,,10.8,79,1,скв.105
1979-02-10,15,,9.3,84,0,скв.105
1979-02-10,21,,12,77,3,скв.107а
1979-02-10,16,,15.5,70,2,скв.107а
1979-02-10,33,,16.7,74,1,скв.108
1979-02-10,19,,9.2,84,0,скв.108
1979-02-10,23,,12.6,77,1,уч.4
1979-02-10,18,,11.1,86,0,уч.4
1979-02-21,17,,9.8,69,1,скв.105
1979-02-21,8,,6.1,80,0,скв.105
1979-02-21,16,,9.7,67,3,скв.107а
1979-02-21,16,,14.9,67,2,скв.107а
1979-02-21,30,,13,58,1,скв.108
1979-02-21,18,,10.2,71,0,скв.108
1979-02-21,20,,12.2,68,1,уч.4
1979-02-21,14,,9.1,75,0,уч.4
1979-03-01,19,,9.1,70,1,скв.105
1979-03-01,14,,7.5,78,0,скв.105
1979-03-01,19,,10.1,66,3,скв.107а
1979-03-01,15,,14.5,70,2,скв.107а
1979-03-01,30,,13.9,64,1,скв.108
1979-03-01,15,,8,77,0,скв.108
1979-03-01,18,,11.2,68,1,уч.4
1979-03-01,11,,7.4,75,0,уч.4
1979-03-21,17,,7.9,53,1,скв.105
1979-03-21,9,,5.8,65,0,скв.105
1979-03-21,12,,8.4,52,3,скв.107а
1979-03-21,13,,12.6,56,2,скв.107а
1979-03-21,30,,14,48,1,скв.108
1979-03-21,16,,9.2,60,0,скв.108
1979-03-21,17,,9.4,57,1,уч.4
1979-03-21,11,,6.4,69,0,уч.4
1979-03-30,20,,12.4,43,1,скв.105
1979-03-30,2,,0.7,59,0,скв.105
1979-03-30,16,,9,44,3,скв.107а
1979-03-30,18,,17,37,2,скв.107а
1979-03-30,29,,12.3,32,1,скв.108
1979-03-30,11,,4.1,50,0,скв.108
1979-03-30,21,,10,41,1,уч.4
1979-03-30,9,,4.1,54,0,уч.4
1979-04-06,20,,10.1,25,1,скв.105
1979-04-06,10,,9.1,33,0,скв.105
1979-04-06,18,,10,6,3,скв.107а
1979-04-06,19,,17.9,9,2,скв.107а
1979-04-06,32,,12.3,0,1,скв.108
1979-04-06,8,,6.6,23,0,скв.108
1979-04-06,16,,10.1,26,1,уч.4
1979-04-06,8,,6.9,34,0,уч.4
1979-04-11,18,,10.3,,1,скв.105
1979-04-11,4,,2.8,13,0,скв.105
1979-04-11,20,,11.5,,3,скв.107а
1979-04-11,2,,1.9,,2,скв.107а
1979-04-11,24,,9.6,,1,скв.108
1979-04-11,10,,9.9,,0,скв.108
1979-04-11,19,,11.8,12,1,уч.4
1979-04-11,12,,5.5,15,0,уч.4
1979-04-25,16,,10.8,,1,скв.105
1979-04-25,4,,3.3,,0,скв.105
1979-04-25,17,,12.2,,3,скв.107а
1979-04-25,0,,,,2,скв.107а
1979-04-25,29,,12.5,,1,скв.108
1979-04-25,0,,,,0,скв.108
1979-04-25,13,4,8.2,,1,уч.4
1979-04-25,2,,1.4,,0,уч.4
1979-05-10,3,,2.2,,1,скв.105
1979-05-10,0,,,,0,скв.105
1979-05-10,4,,3.2,,3,скв.107а
1979-05-10,0,,,,2,скв.107а
1979-05-10,8,14,5.3,,1,скв.108
1979-05-10,0,,,,0,скв.108
1979-05-10,6,10,4.5,,1,уч.4
1979-05-10,0,,,,0,уч.4
1979-05-15,5,,3.6,,1,скв.105
1979-05-15,0,,,,0,скв.105
1979-05-15,6,,4.5,,3,скв.107а
1979-05-15,0,,,,2,скв.107а
1979-05-15,8,14,5.6,,1,скв.108
1979-05-15,0,,,,0,скв.108
1979-05-15,4,10,3.2,,1,уч.4
1979-05-15,0,,,,0,уч.4
1979-10-31,7,,2.6,2,1,скв.105
1979-10-31,4,,2.5,2,0,скв.105
1979-10-31,8,,3.5,2,3,скв.107а
1979-10-31,2,,2.5,2,2,скв.107а
1979-10-31,9,,4.3,2,1,скв.108
1979-10-31,2,,1.9,2,0,скв.108
1979-10-31,8,,3,2,1,уч.4
1979-10-31,4,,2.9,2,0,уч.4
1979-11-05,10,,4,5,1,скв.105
1979-11-05,2,,1.8,5,0,скв.105
1979-11-05,8,,4.1,5,3,скв.107а
1979-11-05,3,,3.2,4,2,скв.107а
1979-11-05,12,,4.7,4,1,скв.108
1979-11-05,3,,2.3,4,0,скв.108
1979-11-05,9,,3.2,6,1,уч.4
1979-11-05,2,,1.6,4,0,уч.4
1979-11-30,1,,0.4,18,1,скв.105
1979-11-30,0,,,30,0,скв.105
1979-11-30,1,,0.5,15,3,скв.107а
1979-11-30,1,,1.2,27,2,скв.107а
1979-11-30,6,,2.3,10,1,скв.108
1979-11-30,,,0.5,28,0,скв.108
1979-11-30,2,,0.6,16,1,уч.4
1979-11-30,,,0.4,24,0,уч.4
1979-12-11,6,,3.6,21,1,скв.105
1979-12-11,2,,2.4,17,0,скв.105
1979-12-11,10,,7,18,3,скв.107а
1979-12-11,10,,9.8,13,2,скв.107а
1979-12-11,14,,7.4,16,1,скв.108
1979-12-11,1,,0.8,24,0,скв.108
1979-12-11,7,,4.2,19,1,уч.4
1979-12-11,3,,2,24,0,уч.4
1979-12-20,8,,3.3,39,1,скв.105
1979-12-20,2,,1.2,46,0,скв.105
1979-12-20,6,,3,35,3,скв.107а
1979-12-20,7,,6.7,26,2,скв.107а
1979-12-20,19,,10.2,27,1,скв.108
1979-12-20,1,,1.2,42,0,скв.108
1979-12-20,8,,4.5,33,1,уч.4
1979-12-20,2,,1,45,0,уч.4
1979-12-29,7,,3.7,34,1,скв.105
1979-12-29,2,,1.4,40,0,скв.105
1979-12-29,7,,3.7,32,3,скв.107а
1979-12-29,7,,6.7,22,2,скв.107а
1979-12-29,20,,9.8,31,1,скв.108
1979-12-29,4,,3.3,45,0,скв.108
1979-12-29,9,,5.1,30,1,уч.4
1979-12-29,2,,2,44,0,уч.4
1980-01-09,11,,5.7,36,1,скв.105
1980-01-09,1,,0.4,48,0,скв.105
1980-01-09,12,,7.5,35,3,скв.107а
1980-01-09,10,,9.3,29,2,скв.107а
1980-01-09,18,,13,31,1,скв.108
1980-01-09,4,,3.6,45,0,скв.108
1980-01-09,11,,6.2,34,1,уч.4
1980-01-09,1,,0.7,44,0,уч.4
1980-01-19,14,,8.1,45,1,скв.105
1980-01-19,1,,0.7,59,0,скв.105
1980-01-19,7,,5,46,3,скв.107а
1980-01-19,12,,11.7,36,2,скв.107а
1980-01-19,27,,14.3,38,1,скв.108
1980-01-19,4,,4,55,0,скв.108
1980-01-19,12,,6.4,40,1,уч.4
1980-01-19,4,,3.1,52,0,уч.4
1980-01-30,15,,8.6,57,1,скв.105
1980-01-30,2,,1.7,66,0,скв.105
1980-01-30,16,,11.7,48,3,скв.107а
1980-01-30,19,,18.2,40,2,скв.107а
1980-01-30,24,,10.8,50,1,скв.108
1980-01-30,4,,3.3,63,0,скв.108
1980-01-30,17,,9.4,52,1,уч.4
1980-01-30,4,,2.7,56,0,уч.4
1980-02-10,16,,8.7,66,1,скв.105
1980-02-10,2,,1.4,81,0,скв.105
1980-02-10,16,,9.8,65,3,скв.107а
1980-02-10,13,,12.5,63,2,скв.107а
1980-02-10,29,,14.7,52,1,скв.108
1980-02-10,12,,6.2,72,0,скв.108
1980-02-10,12,,7.7,60,1,уч.4
1980-02-10,12,,7.1,71,0,уч.4
1980-02-20,18,,10,72,1,скв.105
1980-02-20,6,,4,80,0,скв.105
1980-02-20,18,,12.1,66,3,скв.107а
1980-02-20,17,,16.6,60,2,скв.107а
1980-02-20,30,,14.8,62,1,скв.108
1980-02-20,12,,8.7,77,0,скв.108
1980-02-20,16,,9,63,1,уч.4
1980-02-20,3,,2.3,72,0,уч.4
1980-02-29,16,,8.5,70,1,скв.105
1980-02-29,11,,7.7,76,0,скв.105
1980-02-29,19,,12.8,65,3,скв.107а
1980-02-29,17,,16.3,58,2,скв.107а
1980-02-29,30,,13.4,57,1,скв.108
1980-02-29,7,,5.7,67,0,скв.108
1980-02-29,16,,9.7,64,1,уч.4
1980-02-29,5,,3.4,74,0,уч.4
1980-03-10,17,,9.3,86,1,скв.105
1980-03-10,2,,1.8,92,0,скв.105
1980-03-10,18,,11,77,3,скв.107а
1980-03-10,18,,17.3,72,2,скв.107а
1980-03-10,30,,16.2,75,1,скв.108
1980-03-10,11,,8.1,90,0,скв.108
1980-03-10,20,,10.4,73,1,уч.4
1980-03-10,8,,5.9,88,0,уч.4
1980-03-20,16,,9.7,79,1,скв.105
1980-03-20,4,,3,84,0,скв.105
1980-03-20,20,,11.8,76,3,скв.107а
1980-03-20,14,,13.2,67,2,скв.107а
1980-03-20,27,,13.2,68,1,скв.108
1980-03-20,2,,1.3,88,0,скв.108
1980-03-20,15,,9,76,1,уч.4
1980-03-20,0,,,87,0,уч.4
1980-04-01,12,,7.7,68,1,скв.105
1980-04-01,4,,2.5,76,0,скв.105
1980-04-01,11,,6.4,66,3,скв.107а
1980-04-01,17,,16.6,59,2,скв.107а
1980-04-01,27,,13.1,58,1,скв.108
1980-04-01,8,,5.4,74,0,скв.108
1980-04-01,16,,10.1,60,1,уч.4
1980-04-01,6,,4,66,0,уч.4
1980-04-10,16,,8.3,47,1,скв.105
1980-04-10,2,2,1.1,55,0,скв.105
1980-04-10,12,,7.8,40,3,скв.107а
1980-04-10,16,,16,36,2,скв.107а
1980-04-10,22,,10.9,34,1,скв.108
1980-04-10,8,3,4.7,48,0,скв.108
1980-04-10,14,,8.9,42,1,уч.4
1980-04-10,4,5,2.6,52,0,уч.4
1980-04-15,13,,8.7,33,1,скв.105
1980-04-15,3,3,2.2,44,0,скв.105
1980-04-15,14,,9.7,32,3,скв.107а
1980-04-15,17,,16.3,24,2,скв.107а
1980-04-15,24,,10.4,15,1,скв.108
1980-04-15,5,2,4.5,40,0,скв.108
1980-04-15,17,,9.2,32,1,уч.4
1980-04-15,2,1,1.4,43,0,уч.4
1980-04-19,10,,5.6,12,1,скв.105
1980-04-19,2,8,1.6,30,0,скв.105
1980-04-19,9,2,7.4,7,3,скв.107а
1980-04-19,10,9,9.2,,2,скв.107а
1980-04-19,28,,12.5,,1,скв.108
1980-04-19,4,8,2.6,24,0,скв.108
1980-04-19,16,,7.7,17,1,уч.4
1980-04-19,5,9,3.4,30,0,уч.4
1980-04-24,4,4,2.6,3,1,скв.105
1980-04-24,0,,,,0,скв.105
1980-04-24,7,4,4.5,,3,скв.107а
1980-04-24,4,11,3.5,,2,скв.107а
1980-04-24,9,16,6.7,,1,скв.108
1980-04-24,8,6,5,,1,уч.4
1980-04-24,4,3,3.1,,0,уч.4
1980-10-21,2,,0.7,,1,скв.105
1980-10-21,1,,1,,0,скв.105
1980-10-21,2,,0.7,,3,скв.107а
1980-10-21,0,,,,2,скв.107а
1980-10-21,2,,0.7,,1,скв.108
1980-10-21,0,,,,0,скв.108
1980-10-21,2,,0.7,,1,уч.4
1980-10-21,1,,0.5,,0,уч.4
1980-10-24,8,,3,,1,скв.105
1980-10-24,1,,1,,0,скв.105
1980-10-24,5,,1.8,,3,скв.107а
1980-10-24,1,,1,,2,скв.107а
1980-10-24,8,,3,,1,скв.108
1980-10-24,0,,,,0,скв.108
1980-10-24,4,,1.5,,1,уч.4
1980-10-24,2,,1.9,,0,уч.4
1980-10-30,4,,1.6,,1,скв.105
1980-10-30,1,,0.5,,0,скв.105
1980-10-30,3,,1.6,,3,скв.107а
1980-10-30,0,,,,2,скв.107а
1980-10-30,6,,2.2,,1,скв.108
1980-10-30,1,,0.4,,0,скв.108
1980-10-30,2,,0.9,,1,уч.4
1980-10-30,0,,,,0,уч.4
1980-11-11,4,,1.5,34,1,скв.105
1980-11-11,0,,,43,0,скв.105
1980-11-11,6,,2,42,3,скв.107а
1980-11-11,3,,3,29,2,скв.107а
1980-11-11,6,,2.1,32,1,скв.108
1980-11-11,0,,,43,0,скв.108
1980-11-11,4,,1.5,32,1,уч.4
1980-11-11,0,,,38,0,уч.4
1980-11-20,5,,1.8,18,1,скв.105
1980-11-20,0,,,7,0,скв.105
1980-11-20,5,,2.2,18,3,скв.107а
1980-11-20,9,,9,,2,скв.107а
1980-11-20,9,,3.2,10,1,скв.108
1980-11-20,1,,0.8,,0,скв.108
1980-11-20,4,,2,16,1,уч.4
1980-11-20,1,,0.8,2,0,уч.4
1980-12-01,12,,5.1,23,1,скв.105
1980-12-01,7,,6.9,14,0,скв.105
1980-12-01,8,,4,26,3,скв.107а
1980-12-01,19,,18.6,10,2,скв.107а
1980-12-01,26,,11.3,12,1,скв.108
1980-12-01,8,,7.3,13,0,скв.108
1980-12-01,11,,5.3,24,1,уч.4
1980-12-01,6,,4.3,23,0,уч.4
1980-12-10,11,,6,44,1,скв.105
1980-12-10,4,,3.3,44,0,скв.105
1980-12-10,10,,5.8,46,3,скв.107а
1980-12-10,20,,19.4,34,2,скв.107а
1980-12-10,24,,11,34,1,скв.108
1980-12-10,11,,10.4,34,0,скв.108
1980-12-10,11,,5.8,38,1,уч.4
1980-12-10,4,,3.8,39,0,уч.4
1980-12-20,10,,5.6,43,1,скв.105
1980-12-20,10,,9.2,33,0,скв.105
1980-12-20,8,,5.9,42,3,скв.107а
1980-12-20,20,,19.2,28,2,скв.107а
1980-12-20,18,,6.8,38,1,скв.108
1980-12-20,11,,10.6,34,0,скв.108
1980-12-20,13,,4.7,50,1,уч.4
1980-12-20,7,,4.8,33,0,уч.4
1980-12-30,6,,3.7,63,1,скв.105
1980-12-30,1,,1,61,0,скв.105
1980-12-30,8,,5.8,57,3,скв.107а
1980-12-30,12,,12,47,2,скв.107а
1980-12-30,14,,6.4,48,1,скв.108
1980-12-30,9,,8.2,49,0,скв.108
1980-12-30,8,,4.5,50,1,уч.4
1980-12-30,1,,0.5,54,0,уч.4
1981-01-09,7,,5.2,70,1,скв.105
1981-01-09,2,,2,73,0,скв.105
1981-01-09,8,,6.1,68,3,скв.107а
1981-01-09,13,,12.5,60,2,скв.107а
1981-01-09,15,,7.6,64,1,скв.108
1981-01-09,8,,6.6,69,0,скв.108
1981-01-09,10,,7.2,54,1,уч.4
1981-01-09,2,,1.3,63,0,уч.4
1981-01-20,8,,5.4,84,1,скв.105
1981-01-20,0,,,86,0,скв.105
1981-01-20,9,,5.4,80,3,скв.107а
1981-01-20,11,4,10.8,76,2,скв.107а
1981-01-20,18,,10.6,75,1,скв.108
1981-01-20,7,,6.3,80,0,скв.108
1981-01-20,11,,6.3,70,1,уч.4
1981-01-20,2,,1.7,75,0,уч.4
1981-02-02,8,,2.8,73,1,скв.105
1981-02-02,0,,,80,0,скв.105
1981-02-02,4,4,1.7,77,3,скв.107а
1981-02-02,21,,20.9,62,2,скв.107а
1981-02-02,16,,7.3,62,1,скв.108
1981-02-02,0,,,81,0,скв.108
1981-02-02,11,,4.3,68,1,уч.4
1981-02-02,0,,,81,0,уч.4
1981-02-10,9,,5.9,85,1,скв.105
1981-02-10,1,2,0.7,93,0,скв.105
1981-02-10,8,,5.8,76,3,скв.107а
1981-02-10,18,,17.6,76,2,скв.107а
1981-02-10,15,,9.1,70,1,скв.108
1981-02-10,4,,3.4,94,0,скв.108
1981-02-10,14,,8.5,62,1,уч.4
1981-02-10,2,8,1.9,82,0,уч.4
1981-02-20,8,,5.2,80,1,скв.105
1981-02-20,1,1,0.4,86,0,скв.105
1981-02-20,10,,7.2,69,3,скв.107а
1981-02-20,15,,15,80,2,скв.107а
1981-02-20,16,,11,75,1,скв.108
1981-02-20,0,,,94,0,скв.108
1981-02-20,14,,9.6,65,1,уч.4
1981-02-20,3,8,2,84,0,уч.4
1981-02-26,9,,6.3,82,1,скв.105
1981-02-26,2,1,1.8,90,0,скв.105
1981-02-26,11,,7.7,74,3,скв.107а
1981-02-26,16,,15.7,75,2,скв.107а
1981-02-26,18,,11,78,1,скв.108
1981-02-26,2,,1.2,96,0,скв.108
1981-02-26,10,,6.8,75,1,уч.4
1981-02-26,0,,,94,0,уч.4
1981-03-19,9,,6.3,95,1,скв.105
1981-03-19,3,1,2.2,102,0,скв.105
1981-03-19,9,,6.7,90,3,скв.107а
1981-03-19,15,,14.6,82,2,скв.107а
1981-03-19,16,,10.8,88,1,скв.108
1981-03-19,2,,1.8,98,0,скв.108
1981-03-19,13,,9.2,89,1,уч.4
1981-03-19,2,1,1.4,96,0,уч.4
1981-03-31,10,,5.6,70,1,скв.105
1981-03-31,3,2,2.3,76,0,скв.105
1981-03-31,10,,6.4,62,3,скв.107а
1981-03-31,14,5,13.7,56,2,скв.107а
1981-03-31,19,,10,66,1,скв.108
1981-03-31,3,8,2.7,73,0,скв.108
1981-03-31,13,,7.4,66,1,уч.4
1981-03-31,0,,,80,0,уч.4
1981-04-09,3,,2.3,45,1,скв.105
1981-04-09,0,,,56,0,скв.105
1981-04-09,5,2,3.6,39,3,скв.107а
1981-04-09,16,2,15.5,34,2,скв.107а
1981-04-09,19,,11.1,34,1,скв.108
1981-04-09,4,10,3.7,43,0,скв.108
1981-04-09,9,,3.8,54,1,уч.4
1981-04-09,0,,,59,0,уч.4
1981-04-21,5,3,3.1,19,1,скв.105
1981-04-21,0,,,28,0,скв.105
1981-04-21,6,2,4.5,6,3,скв.107а
1981-04-21,18,2,17.9,1,2,скв.107а
1981-04-21,19,,11.1,,1,скв.108
1981-04-21,1,,0.8,2,0,скв.108
1981-04-21,7,,3.3,19,1,уч.4
1981-04-21,0,,,27,0,уч.4
1981-04-29,5,3,3,4,1,скв.105
1981-04-29,0,,,8,0,скв.105
1981-04-29,5,8,3.4,,3,скв.107а
1981-04-29,0,,,,2,скв.107а
1981-04-29,6,7,3.5,,1,скв.108
1981-04-29,0,,,,0,скв.108
1981-04-29,2,6,1.6,,1,уч.4
1981-04-29,0,,,,0,уч.4
1981-05-05,3,10,2.3,,1,скв.105
1981-05-05,0,,,,0,скв.105
1981-05-05,1,9,0.5,,3,скв.107а
1981-05-05,0,,,,2,скв.107а
1981-05-05,6,8,2.1,,1,скв.108
1981-05-05,0,,,,0,скв.108
1981-05-05,4,8,2.9,,1,уч.4
1981-05-05,0,,,,0,уч.4
1981-11-05,6,,4.8,15,1,скв.105
