# DATE_TIME format is %Y-%m-%d,,,,,
# DEPTH is the measurement depth under the peat surface (cm),,,,,
# PEAT_TEMP is the peat temperature (degree Celsuis),,,,,
# OBS_TYPE is the daily average,,,,,
# SITE is the observation site: valid values are 1 or 2,,,,,
# QC is the quality control: 1 - ready-to-use value; 0 - unreliable value,,,,,
DATE_TIME,DEPTH,PEAT_TEMP,OBS_TYPE,SITE,QC
1954-03-11,80,1.1,avg,PT1,0
1954-03-11,160,4.1,avg,PT1,0
1954-03-11,2.5,-0.2,avg,PT1,0
1954-03-12,5,-0.2,avg,PT1,0
1954-03-12,10,-0.8,avg,PT1,0
1954-03-12,15,-0.2,avg,PT1,0
1954-03-12,20,-0.1,avg,PT1,0
1954-03-12,40,0.5,avg,PT1,0
1954-03-12,80,1.1,avg,PT1,0
1954-03-12,160,4.1,avg,PT1,0
1954-03-12,2.5,0,avg,PT1,0
1954-03-13,5,-0.2,avg,PT1,0
1954-03-13,10,-0.5,avg,PT1,0
1954-03-13,15,-0.1,avg,PT1,0
1954-03-13,20,0,avg,PT1,0
1954-03-13,40,0.6,avg,PT1,0
1954-03-13,80,1.2,avg,PT1,0
1954-03-13,160,4.1,avg,PT1,0
1954-03-13,2.5,0,avg,PT1,0
1954-03-14,5,-0.2,avg,PT1,0
1954-03-14,10,-0.5,avg,PT1,0
1954-03-14,15,-0.1,avg,PT1,0
1954-03-14,20,0,avg,PT1,0
1954-03-14,40,0.6,avg,PT1,0
1954-03-14,80,1.1,avg,PT1,0
1954-03-14,160,4.1,avg,PT1,0
1954-03-14,2.5,0,avg,PT1,0
1954-03-15,5,-0.3,avg,PT1,0
1954-03-15,10,-0.4,avg,PT1,0
1954-03-15,15,-0.2,avg,PT1,0
1954-03-15,20,0.1,avg,PT1,0
1954-03-15,40,0.6,avg,PT1,0
1954-03-15,80,1.1,avg,PT1,0
1954-03-15,160,4.1,avg,PT1,0
1954-03-15,2.5,-0.1,avg,PT1,0
1954-03-16,5,0,avg,PT1,0
1954-03-16,10,-0.3,avg,PT1,0
1954-03-16,15,-0.1,avg,PT1,0
1954-03-16,20,0,avg,PT1,0
1954-03-16,40,0.7,avg,PT1,0
1954-03-16,80,1.1,avg,PT1,0
1954-03-16,160,4.2,avg,PT1,0
1954-03-16,2.5,0.1,avg,PT1,0
1954-03-17,5,-0.2,avg,PT1,0
1954-03-17,10,-0.8,avg,PT1,0
1954-03-17,15,-0.6,avg,PT1,0
1954-03-17,20,-0.2,avg,PT1,0
1954-03-17,40,0.6,avg,PT1,0
1954-03-17,80,1,avg,PT1,0
1954-03-17,160,4,avg,PT1,0
1954-03-17,2.5,-0.1,avg,PT1,0
1954-03-18,5,-0.3,avg,PT1,0
1954-03-18,10,-0.7,avg,PT1,0
1954-03-18,15,-0.3,avg,PT1,0
1954-03-18,20,-0.1,avg,PT1,0
1954-03-18,40,0.7,avg,PT1,0
1954-03-18,80,1,avg,PT1,0
1954-03-18,160,4,avg,PT1,0
1954-03-18,2.5,-0.2,avg,PT1,0
1954-03-19,5,-0.6,avg,PT1,0
1954-03-19,10,-0.9,avg,PT1,0
1954-03-19,15,-0.4,avg,PT1,0
1954-03-19,20,-0.3,avg,PT1,0
1954-03-19,40,0.6,avg,PT1,0
1954-03-19,80,1,avg,PT1,0
1954-03-19,160,4,avg,PT1,0
1954-03-19,2.5,-0.5,avg,PT1,0
1954-03-20,5,-0.6,avg,PT1,0
1954-03-20,10,-0.9,avg,PT1,0
1954-03-20,15,-0.4,avg,PT1,0
1954-03-20,20,-0.2,avg,PT1,0
1954-03-20,40,0.6,avg,PT1,0
1954-03-20,80,1,avg,PT1,0
1954-03-20,160,4,avg,PT1,0
1954-03-20,2.5,-0.6,avg,PT1,0
1954-03-21,5,-0.5,avg,PT1,0
1954-03-21,10,-0.8,avg,PT1,0
1954-03-21,15,-0.4,avg,PT1,0
1954-03-21,20,-0.2,avg,PT1,0
1954-03-21,40,0.5,avg,PT1,0
1954-03-21,80,1,avg,PT1,0
1954-03-21,160,4,avg,PT1,0
1954-03-21,2.5,-0.4,avg,PT1,0
1954-03-22,5,-0.3,avg,PT1,0
1954-03-22,10,-0.6,avg,PT1,0
1954-03-22,15,-0.3,avg,PT1,0
1954-03-22,20,-0.1,avg,PT1,0
1954-03-22,40,0.6,avg,PT1,0
1954-03-22,80,1,avg,PT1,0
1954-03-22,160,4,avg,PT1,0
1954-03-22,2.5,-0.2,avg,PT1,0
1954-03-23,5,0.4,avg,PT1,0
1954-03-23,10,-0.3,avg,PT1,0
1954-03-23,15,-0.2,avg,PT1,0
1954-03-23,20,0.3,avg,PT1,0
1954-03-23,40,0.8,avg,PT1,0
1954-03-23,80,1.1,avg,PT1,0
1954-03-23,160,4,avg,PT1,0
1954-03-23,2.5,0.4,avg,PT1,0
1954-03-24,5,0,avg,PT1,0
1954-03-24,10,-0.3,avg,PT1,0
1954-03-24,15,0.2,avg,PT1,0
1954-03-24,20,0.1,avg,PT1,0
1954-03-24,40,0.6,avg,PT1,0
1954-03-24,80,1.1,avg,PT1,0
1954-03-24,160,4,avg,PT1,0
1954-03-24,2.5,0.2,avg,PT1,0
1954-03-25,5,-0.1,avg,PT1,0
1954-03-25,10,-0.4,avg,PT1,0
1954-03-25,15,-0.1,avg,PT1,0
1954-03-25,20,-0.1,avg,PT1,0
1954-03-25,40,0.5,avg,PT1,0
1954-03-25,80,0.9,avg,PT1,0
1954-03-25,160,3.9,avg,PT1,0
1954-03-25,2.5,0.1,avg,PT1,0
1954-03-26,5,0,avg,PT1,0
1954-03-26,10,-0.3,avg,PT1,0
1954-03-26,15,-0.1,avg,PT1,0
1954-03-26,20,0.2,avg,PT1,0
1954-03-26,40,0.6,avg,PT1,0
1954-03-26,80,1,avg,PT1,0
1954-03-26,160,3.9,avg,PT1,0
1954-03-26,2.5,0,avg,PT1,0
1954-03-27,5,0.1,avg,PT1,0
1954-03-27,10,-0.3,avg,PT1,0
1954-03-27,15,0,avg,PT1,0
1954-03-27,20,0.1,avg,PT1,0
1954-03-27,40,0.6,avg,PT1,0
1954-03-27,80,1,avg,PT1,0
1954-03-27,160,3.8,avg,PT1,0
1954-03-27,2.5,0.2,avg,PT1,0
1954-03-28,5,0,avg,PT1,0
1954-03-28,10,-0.3,avg,PT1,0
1954-03-28,15,0,avg,PT1,0
1954-03-28,20,0.1,avg,PT1,0
1954-03-28,40,0.6,avg,PT1,0
1954-03-28,80,1,avg,PT1,0
1954-03-28,160,4,avg,PT1,0
1954-03-28,2.5,0.2,avg,PT1,0
1954-03-29,5,0.1,avg,PT1,0
1954-03-29,10,-0.3,avg,PT1,0
1954-03-29,15,0.1,avg,PT1,0
1954-03-29,20,0.3,avg,PT1,0
1954-03-29,40,0.7,avg,PT1,0
1954-03-29,80,1.2,avg,PT1,0
1954-03-29,160,4,avg,PT1,0
1954-03-29,2.5,0.2,avg,PT1,0
1954-03-30,5,0.1,avg,PT1,0
1954-03-30,10,-0.2,avg,PT1,0
1954-03-30,15,0.2,avg,PT1,0
1954-03-30,20,0.7,avg,PT1,0
1954-03-30,40,1,avg,PT1,0
1954-03-30,80,1,avg,PT1,0
1954-03-30,160,3.7,avg,PT1,0
1954-03-30,2.5,0.3,avg,PT1,0
1954-03-31,5,0,avg,PT1,0
1954-03-31,10,-0.3,avg,PT1,0
1954-03-31,15,-0.2,avg,PT1,0
1954-03-31,20,-0.1,avg,PT1,0
1954-03-31,40,0.6,avg,PT1,0
1954-03-31,80,0.9,avg,PT1,0
1954-03-31,160,3.8,avg,PT1,0
1954-03-31,2.5,0.2,avg,PT1,0
1954-04-01,5,0.1,avg,PT1,0
1954-04-01,10,-0.1,avg,PT1,0
1954-04-01,15,0,avg,PT1,0
1954-04-01,20,0,avg,PT1,0
1954-04-01,40,0.7,avg,PT1,0
1954-04-01,80,1.1,avg,PT1,0
1954-04-01,160,3.8,avg,PT1,0
1954-04-01,2.5,0.3,avg,PT1,0
1954-04-02,5,0.1,avg,PT1,0
1954-04-02,10,-0.2,avg,PT1,0
1954-04-02,15,0,avg,PT1,0
1954-04-02,20,0,avg,PT1,0
1954-04-02,40,0.7,avg,PT1,0
1954-04-02,80,1,avg,PT1,0
1954-04-02,160,3.8,avg,PT1,0
1954-04-02,2.5,0.3,avg,PT1,0
1954-04-03,5,0,avg,PT1,0
1954-04-03,10,-0.2,avg,PT1,0
1954-04-03,15,-0.1,avg,PT1,0
1954-04-03,20,0,avg,PT1,0
1954-04-03,40,0.7,avg,PT1,0
1954-04-03,80,1,avg,PT1,0
1954-04-03,160,3.8,avg,PT1,0
1954-04-03,2.5,0.2,avg,PT1,0
1954-04-04,5,0,avg,PT1,0
1954-04-04,10,-0.3,avg,PT1,0
1954-04-04,15,0,avg,PT1,0
1954-04-04,20,0.1,avg,PT1,0
1954-04-04,40,0.6,avg,PT1,0
1954-04-04,80,0.9,avg,PT1,0
1954-04-04,160,3.8,avg,PT1,0
1954-04-04,2.5,0.2,avg,PT1,0
1954-04-05,5,0,avg,PT1,0
1954-04-05,10,-0.2,avg,PT1,0
1954-04-05,15,-0.1,avg,PT1,0
1954-04-05,20,0.1,avg,PT1,0
1954-04-05,40,0.7,avg,PT1,0
1954-04-05,80,1.1,avg,PT1,0
1954-04-05,160,3.8,avg,PT1,0
1954-04-05,2.5,0.2,avg,PT1,0
1954-04-06,5,0,avg,PT1,0
1954-04-06,10,-0.2,avg,PT1,0
1954-04-06,15,-0.1,avg,PT1,0
1954-04-06,20,0,avg,PT1,0
1954-04-06,40,0.6,avg,PT1,0
1954-04-06,80,0.9,avg,PT1,0
1954-04-06,160,3.7,avg,PT1,0
1954-04-06,2.5,0.2,avg,PT1,0
1954-04-07,5,0,avg,PT1,0
1954-04-07,10,-0.3,avg,PT1,0
1954-04-07,15,-0.1,avg,PT1,0
1954-04-07,20,0.1,avg,PT1,0
1954-04-07,40,0.7,avg,PT1,0
1954-04-07,80,0.9,avg,PT1,0
1954-04-07,160,3.8,avg,PT1,0
1954-04-07,2.5,0.3,avg,PT1,0
1954-04-08,5,0.1,avg,PT1,0
1954-04-08,10,-0.2,avg,PT1,0
1954-04-08,15,0,avg,PT1,0
1954-04-08,20,0.1,avg,PT1,0
1954-04-08,40,0.7,avg,PT1,0
1954-04-08,80,1,avg,PT1,0
1954-04-08,160,3.7,avg,PT1,0
1954-04-08,2.5,0.3,avg,PT1,0
1954-04-09,5,0.2,avg,PT1,0
1954-04-09,10,-0.3,avg,PT1,0
1954-04-09,15,0,avg,PT1,0
1954-04-09,20,0.1,avg,PT1,0
1954-04-09,40,0.7,avg,PT1,0
1954-04-09,80,0.9,avg,PT1,0
1954-04-09,160,3.7,avg,PT1,0
1954-04-09,2.5,1.1,avg,PT1,0
1954-04-10,5,0.1,avg,PT1,0
1954-04-10,10,-0.2,avg,PT1,0
1954-04-10,15,0.1,avg,PT1,0
1954-04-10,20,0.2,avg,PT1,0
1954-04-10,40,0.8,avg,PT1,0
1954-04-10,80,1,avg,PT1,0
1954-04-10,160,3.6,avg,PT1,0
1954-04-10,2.5,0.8,avg,PT1,0
1954-04-11,5,0.2,avg,PT1,0
1954-04-11,10,-0.2,avg,PT1,0
1954-04-11,15,0,avg,PT1,0
1954-04-11,20,0.1,avg,PT1,0
1954-04-11,40,0.8,avg,PT1,0
1954-04-11,80,1,avg,PT1,0
1954-04-11,160,3.6,avg,PT1,0
1954-04-11,2.5,0.4,avg,PT1,0
1954-04-12,5,0.2,avg,PT1,0
1954-04-12,10,-0.4,avg,PT1,0
1954-04-12,15,-0.2,avg,PT1,0
1954-04-12,20,0,avg,PT1,0
1954-04-12,40,0.6,avg,PT1,0
1954-04-12,80,1,avg,PT1,0
1954-04-12,160,3.6,avg,PT1,0
1954-04-12,2.5,1.2,avg,PT1,0
1954-04-13,5,-0.1,avg,PT1,0
1954-04-13,10,-0.3,avg,PT1,0
1954-04-13,15,0,avg,PT1,0
1954-04-13,20,0,avg,PT1,0
1954-04-13,40,0.7,avg,PT1,0
1954-04-13,80,0.9,avg,PT1,0
1954-04-13,160,3.6,avg,PT1,0
1954-04-13,2.5,0.2,avg,PT1,0
1954-04-14,5,0,avg,PT1,0
1954-04-14,10,-0.2,avg,PT1,0
1954-04-14,15,-0.1,avg,PT1,0
1954-04-14,20,0,avg,PT1,0
1954-04-14,40,0.6,avg,PT1,0
1954-04-14,80,0.9,avg,PT1,0
1954-04-14,160,3.6,avg,PT1,0
1954-04-14,2.5,0.3,avg,PT1,0
1954-04-15,5,0.4,avg,PT1,0
1954-04-15,10,-0.3,avg,PT1,0
1954-04-15,15,-0.3,avg,PT1,0
1954-04-15,20,0,avg,PT1,0
1954-04-15,40,0.6,avg,PT1,0
1954-04-15,80,0.8,avg,PT1,0
1954-04-15,160,3.6,avg,PT1,0
1954-04-15,2.5,1.3,avg,PT1,0
1954-04-16,5,0.8,avg,PT1,0
1954-04-16,10,-0.5,avg,PT1,0
1954-04-16,15,-0.1,avg,PT1,0
1954-04-16,20,0,avg,PT1,0
1954-04-16,40,0.6,avg,PT1,0
1954-04-16,80,0.8,avg,PT1,0
1954-04-16,160,3.6,avg,PT1,0
1954-04-16,2.5,1.7,avg,PT1,0
1954-04-17,5,0.8,avg,PT1,0
1954-04-17,10,-0.3,avg,PT1,0
1954-04-17,15,-0.1,avg,PT1,0
1954-04-17,20,-0.1,avg,PT1,0
1954-04-17,40,0.6,avg,PT1,0
1954-04-17,80,0.8,avg,PT1,0
1954-04-17,160,3.5,avg,PT1,0
1954-04-17,2.5,2.5,avg,PT1,0
1954-04-18,5,1,avg,PT1,0
1954-04-18,10,-0.3,avg,PT1,0
1954-04-18,15,0,avg,PT1,0
1954-04-18,20,0.1,avg,PT1,0
1954-04-18,40,0.6,avg,PT1,0
1954-04-18,80,0.8,avg,PT1,0
1954-04-18,160,3.6,avg,PT1,0
1954-04-18,2.5,2.4,avg,PT1,0
1954-04-19,5,1.4,avg,PT1,0
1954-04-19,10,-0.4,avg,PT1,0
1954-04-19,15,-0.2,avg,PT1,0
1954-04-19,20,-0.1,avg,PT1,0
1954-04-19,40,0.6,avg,PT1,0
1954-04-19,80,0.8,avg,PT1,0
1954-04-19,160,3.6,avg,PT1,0
1954-04-19,2.5,3.6,avg,PT1,0
1954-04-20,5,1.6,avg,PT1,0
1954-04-20,10,-0.2,avg,PT1,0
1954-04-20,15,-0.1,avg,PT1,0
1954-04-20,20,0.1,avg,PT1,0
1954-04-20,40,0.7,avg,PT1,0
1954-04-20,80,0.9,avg,PT1,0
1954-04-20,160,3.6,avg,PT1,0
1954-04-20,2.5,3.5,avg,PT1,0
1954-04-21,5,1.5,avg,PT1,0
1954-04-21,10,-0.4,avg,PT1,0
1954-04-21,15,-0.4,avg,PT1,0
1954-04-21,20,0,avg,PT1,0
1954-04-21,40,0.6,avg,PT1,0
1954-04-21,80,0.8,avg,PT1,0
1954-04-21,160,3.5,avg,PT1,0
1954-04-21,2.5,3.8,avg,PT1,0
1954-04-22,5,0.1,avg,PT1,0
1954-04-22,10,-0.3,avg,PT1,0
1954-04-22,15,0,avg,PT1,0
1954-04-22,20,0,avg,PT1,0
1954-04-22,40,0.6,avg,PT1,0
1954-04-22,80,0.8,avg,PT1,0
1954-04-22,160,3.4,avg,PT1,0
1954-04-22,2.5,1.2,avg,PT1,0
1954-04-23,5,0.4,avg,PT1,0
1954-04-23,10,-0.4,avg,PT1,0
1954-04-23,15,-0.2,avg,PT1,0
1954-04-23,20,0,avg,PT1,0
1954-04-23,40,0.6,avg,PT1,0
1954-04-23,80,0.7,avg,PT1,0
1954-04-23,160,3.4,avg,PT1,0
1954-04-23,2.5,2.4,avg,PT1,0
1954-04-24,5,0.8,avg,PT1,0
1954-04-24,10,-0.3,avg,PT1,0
1954-04-24,15,-0.2,avg,PT1,0
1954-04-24,20,0,avg,PT1,0
1954-04-24,40,0.6,avg,PT1,0
1954-04-24,80,0.7,avg,PT1,0
1954-04-24,160,3.4,avg,PT1,0
1954-04-24,2.5,2.3,avg,PT1,0
1954-04-25,5,1.1,avg,PT1,0
1954-04-25,10,-0.3,avg,PT1,0
1954-04-25,15,-0.2,avg,PT1,0
1954-04-25,20,-0.1,avg,PT1,0
1954-04-25,40,0.6,avg,PT1,0
1954-04-25,80,0.7,avg,PT1,0
1954-04-25,160,3.4,avg,PT1,0
1954-04-25,2.5,2.1,avg,PT1,0
1954-04-26,5,0.1,avg,PT1,0
1954-04-26,10,-0.3,avg,PT1,0
1954-04-26,15,-0.2,avg,PT1,0
1954-04-26,20,0,avg,PT1,0
1954-04-26,40,0.6,avg,PT1,0
1954-04-26,80,0.8,avg,PT1,0
1954-04-26,160,3.5,avg,PT1,0
1954-04-26,2.5,0.3,avg,PT1,0
1954-04-27,5,0.6,avg,PT1,0
1954-04-27,10,-0.3,avg,PT1,0
1954-04-27,15,-0.3,avg,PT1,0
1954-04-27,20,0,avg,PT1,0
1954-04-27,40,0.6,avg,PT1,0
1954-04-27,80,0.8,avg,PT1,0
1954-04-27,160,3.4,avg,PT1,0
1954-04-27,2.5,1,avg,PT1,0
1954-04-28,5,1.8,avg,PT1,0
1954-04-28,10,-0.4,avg,PT1,0
1954-04-28,15,-0.1,avg,PT1,0
1954-04-28,20,0,avg,PT1,0
1954-04-28,40,0.5,avg,PT1,0
1954-04-28,80,0.7,avg,PT1,0
1954-04-28,160,3.4,avg,PT1,0
1954-04-28,2.5,2.3,avg,PT1,0
1954-04-29,5,2.7,avg,PT1,0
1954-04-29,10,-0.4,avg,PT1,0
1954-04-29,15,-0.2,avg,PT1,0
1954-04-29,20,0.1,avg,PT1,0
1954-04-29,40,0.4,avg,PT1,0
1954-04-29,80,0.7,avg,PT1,0
1954-04-29,160,3.4,avg,PT1,0
1954-04-29,2.5,3.4,avg,PT1,0
1954-04-30,5,3,avg,PT1,0
1954-04-30,10,-0.2,avg,PT1,0
1954-04-30,15,0,avg,PT1,0
1954-04-30,20,0.1,avg,PT1,0
1954-04-30,40,0.6,avg,PT1,0
1954-04-30,80,0.8,avg,PT1,0
1954-04-30,160,3.4,avg,PT1,0
1954-04-30,2.5,2.7,avg,PT1,0
1954-05-01,20,0.1,avg,PT1,0
1954-05-01,40,0.6,avg,PT1,0
1954-05-01,80,0.8,avg,PT1,0
1954-05-01,160,3.4,avg,PT1,0
1954-05-02,20,0.2,avg,PT1,0
1954-05-02,40,0.6,avg,PT1,0
1954-05-02,80,0.8,avg,PT1,0
1954-05-02,160,3.4,avg,PT1,0
1954-05-03,20,0.1,avg,PT1,0
1954-05-03,40,0.7,avg,PT1,0
1954-05-03,80,0.8,avg,PT1,0
1954-05-03,160,3.3,avg,PT1,0
1954-05-04,20,0.2,avg,PT1,0
1954-05-04,40,0.7,avg,PT1,0
1954-05-04,80,0.8,avg,PT1,0
1954-05-04,160,3.3,avg,PT1,0
1954-05-05,20,0.2,avg,PT1,0
1954-05-05,40,0.8,avg,PT1,0
1954-05-05,80,0.9,avg,PT1,0
1954-05-05,160,3.3,avg,PT1,0
1954-05-06,20,0.2,avg,PT1,0
1954-05-06,80,0.8,avg,PT1,0
1954-05-06,160,3.3,avg,PT1,0
1954-05-07,20,0.1,avg,PT1,0
1954-05-07,80,0.7,avg,PT1,0
1954-05-07,160,3.3,avg,PT1,0
1954-05-08,20,0.1,avg,PT1,0
1954-05-08,40,0.6,avg,PT1,0
1954-05-08,80,0.8,avg,PT1,0
1954-05-08,160,3.3,avg,PT1,0
1954-05-09,20,0.4,avg,PT1,0
1954-05-09,40,0.9,avg,PT1,0
1954-05-09,80,0.9,avg,PT1,0
1954-05-09,160,3.4,avg,PT1,0
1954-05-10,20,0.2,avg,PT1,0
1954-05-10,40,0.6,avg,PT1,0
1954-05-10,80,0.7,avg,PT1,0
1954-05-10,160,3.2,avg,PT1,0
1954-05-11,20,0.2,avg,PT1,0
1954-05-11,40,0.6,avg,PT1,0
1954-05-11,80,0.7,avg,PT1,0
1954-05-11,160,3.3,avg,PT1,0
1954-05-12,20,0.2,avg,PT1,0
1954-05-12,40,0.6,avg,PT1,0
1954-05-12,80,0.7,avg,PT1,0
1954-05-12,160,3.3,avg,PT1,0
1954-05-13,20,0.3,avg,PT1,0
1954-05-13,40,0.6,avg,PT1,0
1954-05-13,80,0.7,avg,PT1,0
1954-05-13,160,3.4,avg,PT1,0
1954-05-14,20,0.2,avg,PT1,0
1954-05-14,40,0.6,avg,PT1,0
1954-05-14,80,0.7,avg,PT1,0
1954-05-14,160,3.3,avg,PT1,0
1954-05-15,20,0.2,avg,PT1,0
1954-05-15,40,0.6,avg,PT1,0
1954-05-15,80,0.6,avg,PT1,0
1954-05-15,160,3.3,avg,PT1,0
1954-05-16,20,0.2,avg,PT1,0
1954-05-16,40,0.7,avg,PT1,0
1954-05-16,80,0.8,avg,PT1,0
1954-05-16,160,3.2,avg,PT1,0
1954-05-17,20,0.6,avg,PT1,0
1954-05-17,40,0.6,avg,PT1,0
1954-05-17,80,0.6,avg,PT1,0
1954-05-17,160,3.3,avg,PT1,0
1954-05-18,20,0.8,avg,PT1,0
1954-05-18,40,0.9,avg,PT1,0
1954-05-18,80,0.8,avg,PT1,0
1954-05-18,160,3.3,avg,PT1,0
1954-05-19,20,1.7,avg,PT1,0
1954-05-19,40,1.2,avg,PT1,0
1954-05-19,80,0.8,avg,PT1,0
1954-05-19,160,3.2,avg,PT1,0
1954-05-20,20,2.1,avg,PT1,0
1954-05-20,40,1.7,avg,PT1,0
1954-05-20,80,0.8,avg,PT1,0
1954-05-20,160,3.2,avg,PT1,0
1954-05-21,20,3.4,avg,PT1,0
1954-05-21,40,2.1,avg,PT1,0
1954-05-21,80,0.9,avg,PT1,0
1954-05-21,160,3.2,avg,PT1,0
1954-05-22,20,5.2,avg,PT1,0
1954-05-22,40,2.9,avg,PT1,0
1954-05-22,80,1,avg,PT1,0
1954-05-22,160,3.2,avg,PT1,0
1954-05-23,20,6.1,avg,PT1,0
1954-05-23,40,3.5,avg,PT1,0
1954-05-23,80,1.1,avg,PT1,0
1954-05-23,160,3.2,avg,PT1,0
1954-05-24,20,6.1,avg,PT1,0
1954-05-24,40,4.1,avg,PT1,0
1954-05-24,80,1.2,avg,PT1,0
1954-05-24,160,3.2,avg,PT1,0
1954-05-25,20,7.5,avg,PT1,0
1954-05-25,40,4.6,avg,PT1,0
1954-05-25,80,1.4,avg,PT1,0
1954-05-25,160,3.2,avg,PT1,0
1954-05-26,20,8.7,avg,PT1,0
1954-05-26,40,5.3,avg,PT1,0
1954-05-26,80,1.7,avg,PT1,0
1954-05-26,160,3.3,avg,PT1,0
1954-05-27,20,9.5,avg,PT1,0
1954-05-27,40,6.1,avg,PT1,0
1954-05-27,80,1.9,avg,PT1,0
1954-05-27,160,3.4,avg,PT1,0
1954-05-28,20,9.5,avg,PT1,0
1954-05-28,40,6.5,avg,PT1,0
1954-05-28,80,2.1,avg,PT1,0
1954-05-28,160,3.3,avg,PT1,0
1954-05-29,20,9.2,avg,PT1,0
1954-05-29,40,6.8,avg,PT1,0
1954-05-29,80,2.3,avg,PT1,0
1954-05-29,160,3.3,avg,PT1,0
1954-05-30,20,9.6,avg,PT1,0
1954-05-30,40,6.9,avg,PT1,0
1954-05-30,80,2.6,avg,PT1,0
1954-05-30,160,3.2,avg,PT1,0
1954-05-31,20,9.4,avg,PT1,0
1954-05-31,40,7.1,avg,PT1,0
1954-05-31,80,2.8,avg,PT1,0
1954-05-31,160,3.3,avg,PT1,0
1954-06-01,20,9.4,avg,PT1,0
1954-06-01,40,7.2,avg,PT1,0
1954-06-01,80,3,avg,PT1,0
1954-06-01,160,3.2,avg,PT1,0
1954-06-02,20,9.2,avg,PT1,0
1954-06-02,40,7.2,avg,PT1,0
1954-06-02,80,3.2,avg,PT1,0
1954-06-02,160,3.2,avg,PT1,0
1954-06-03,20,8.8,avg,PT1,0
1954-06-03,160,3.2,avg,PT1,0
1954-06-04,20,8.8,avg,PT1,0
1954-06-04,40,7.6,avg,PT1,0
1954-06-04,80,3,avg,PT1,0
1954-06-04,160,3.4,avg,PT1,0
1954-06-05,20,9,avg,PT1,0
1954-06-05,40,7.1,avg,PT1,0
1954-06-05,80,3.9,avg,PT1,0
1954-06-05,160,3.3,avg,PT1,0
1954-06-06,20,9.3,avg,PT1,0
1954-06-06,40,7.3,avg,PT1,0
1954-06-06,80,3.9,avg,PT1,0
1954-06-06,160,3.4,avg,PT1,0
1954-06-07,20,8.9,avg,PT1,0
1954-06-07,40,7.3,avg,PT1,0
1954-06-07,80,4.1,avg,PT1,0
1954-06-07,160,3.2,avg,PT1,0
1954-06-08,20,8.8,avg,PT1,0
1954-06-08,40,7.4,avg,PT1,0
1954-06-08,80,4.3,avg,PT1,0
1954-06-08,160,3.2,avg,PT1,0
1954-06-09,20,9.8,avg,PT1,0
1954-06-09,40,7.9,avg,PT1,0
1954-06-09,80,4.7,avg,PT1,0
1954-06-09,160,3.7,avg,PT1,0
1954-06-10,20,10,avg,PT1,0
1954-06-10,40,7.7,avg,PT1,0
1954-06-10,80,4.6,avg,PT1,0
1954-06-10,160,3.6,avg,PT1,0
1954-06-11,20,11.1,avg,PT1,0
1954-06-11,40,8,avg,PT1,0
1954-06-11,80,4.6,avg,PT1,0
1954-06-11,160,3.4,avg,PT1,0
1954-06-12,20,12.4,avg,PT1,0
1954-06-12,40,8.6,avg,PT1,0
1954-06-12,80,4.7,avg,PT1,0
1954-06-12,160,3.5,avg,PT1,0
1954-06-13,20,13.3,avg,PT1,0
1954-06-13,40,10,avg,PT1,0
1954-06-13,80,5.7,avg,PT1,0
1954-06-13,160,4,avg,PT1,0
1954-06-14,20,12.5,avg,PT1,0
1954-06-14,40,9.7,avg,PT1,0
1954-06-14,80,5.2,avg,PT1,0
1954-06-14,160,3.9,avg,PT1,0
1954-06-15,20,13.4,avg,PT1,0
1954-06-15,40,11,avg,PT1,0
1954-06-15,80,6.9,avg,PT1,0
1954-06-15,160,4.5,avg,PT1,0
1954-06-16,20,13.2,avg,PT1,0
1954-06-16,40,10.6,avg,PT1,0
1954-06-17,20,13,avg,PT1,0
1954-06-18,20,12.9,avg,PT1,0
1954-06-19,20,13.3,avg,PT1,0
1954-06-20,20,13.7,avg,PT1,0
1954-06-21,20,14.2,avg,PT1,0
1954-06-22,20,15,avg,PT1,0
1954-06-23,20,15.4,avg,PT1,0
1954-06-24,20,14.7,avg,PT1,0
1954-06-25,20,14.1,avg,PT1,0
1954-06-26,20,14.1,avg,PT1,0
1954-06-27,20,14.2,avg,PT1,0
1954-06-28,20,14.3,avg,PT1,0
1954-06-29,20,14.2,avg,PT1,0
1954-06-30,20,14.1,avg,PT1,0
1954-07-01,20,14.1,avg,PT1,0
1954-07-02,20,14.4,avg,PT1,0
1954-07-03,20,14.3,avg,PT1,0
1954-07-04,20,15,avg,PT1,0
1954-07-05,20,15.8,avg,PT1,0
1954-07-06,20,16.1,avg,PT1,0
1954-07-07,20,16.2,avg,PT1,0
1954-07-08,20,15.8,avg,PT1,0
1954-07-09,20,15.7,avg,PT1,0
1954-07-10,20,16.6,avg,PT1,0
1954-07-11,20,17.4,avg,PT1,0
1954-07-12,20,17.6,avg,PT1,0
1954-07-13,20,17.6,avg,PT1,0
1954-07-14,20,17.4,avg,PT1,0
1954-07-15,20,17.2,avg,PT1,0
1954-07-16,20,16.9,avg,PT1,0
1954-07-17,20,16.1,avg,PT1,0
1954-07-18,20,15.7,avg,PT1,0
1954-07-19,20,15.7,avg,PT1,0
1954-07-20,20,15.6,avg,PT1,0
1954-07-21,20,16,avg,PT1,0
1954-07-22,20,15.3,avg,PT1,0
1954-07-23,20,15.3,avg,PT1,0
1954-07-24,20,15.1,avg,PT1,0
1954-07-25,20,14.9,avg,PT1,0
1954-07-26,20,14.9,avg,PT1,0
